Player,Team,Year,Pos,Archetype,DBPM,mean,Total Minutes,BPM,RAPM
SONJA MALLORY,PHO,2003,C,Roller/Cutter,3.4404125486367385,21.588752972677447,42.599999999999994,1.1696149636938609,24.427944560181746
RUTH RILEY,SAN,2007,C,Roller/Cutter,3.4393440584119226,7.265830810128582,774.0,-2.746060388871796,8.172499039908203
LATOYA SANDERS,WAS,2015,PowerF,Roller/Cutter,3.435436142538098,3.5692003370349616,416.3,4.124295953984298,1.57130990084042
HAJDANA RADUNOVIC,NYL,2001,C,Roller/Cutter,3.4333572186014196,23.205467894997504,8.8,1.5694413151353048,23.997103244590992
SEQUOIA HOLMES,LVA,2018,G,Roller/Cutter,3.428295514042057,8.372202280650399,19.799999999999997,1.2559251781092207,-17.139286205547993
NATASHA LACY,NYL,2014,G,Secondary Creator/Distributor,3.4241856188252706,14.438662958013133,82.5,1.4279915759443509,3.374328175912007
TIFFANY JACKSON,TUL,2014,F,Roller/Cutter,3.423712691415528,0.3423658235878961,70.7,-4.940721608058308,-8.368325928446048
TAMIKA CATCHINGS,IND,2007,F,Primary On-Ball Creator,3.4199779252291864,8.191573635475809,678.3,4.8172585285971365,17.655006257668596
TIFFANI JOHNSON,SAC,1998,C,Roller/Cutter,3.3779834625016916,28.05141630909434,31.799999999999997,-0.2583363135187917,24.300723862685008
JENNY MOWE,POR,2002,C,Roller/Cutter,3.3705607113461284,-7.862864027481581,14.5,0.09625324703837235,-6.669043205104348
HEIDI BURGE,LAS,1997,PowerF,Roller/Cutter,3.3683375634234833,7.052860651473221,264.59999999999997,,
TARI PHILLIPS,HOU,2006,PowerF,Roller/Cutter,3.353008437529468,-0.9994943385683152,222.6,-5.085050992077662,-13.841852470072773
SHERILL BAKER,IND,2008,G,Interior Primary Option,3.350643349045092,14.31041291732716,110.5,2.2422561833096015,3.713665516198988
STACEY THOMAS,POR,2000,F,Secondary Creator/Distributor,3.339171154491462,3.7022089055728857,864.0,-6.114835802679897,-4.6784357966405326
CHLOE JACKSON,CHI,2019,G,Roller/Cutter,3.31253484805736,-0.6784992826651681,32.0,-6.0801812409352785,-20.772892924443862
ARELLA GUIRANTES,SEA,2023,G,Secondary Creator/Distributor,3.302807620750311,-11.207719249586589,47.7,-3.634548940989787,-27.739913053181485
AMBER HALL,POR,2002,F,Roller/Cutter,3.288358068908011,0.8511951280471788,102.0,-2.6936564311481477,3.022767133598881
CORISSA YASEN,SAC,1997,G,Roller/Cutter,3.264863476223062,1.4265611124576898,205.2,,
ALANA BEARD,LAS,2018,SG,Roller/Cutter,3.2592003580446307,4.2607860585694475,765.0,1.4578333036898614,1.441107025426573
MAYLANA MARTIN,MIN,2001,PowerF,Secondary Creator/Distributor,3.2465046637357045,2.4902449663389743,492.9,-6.532728484623286,-7.3544812565752125
TONI FOSTER,PHO,1999,PowerF,Roller/Cutter,3.2464235075639625,-13.502053763308258,43.0,-2.6937442957074316,-11.793546641894142
RUTH RILEY,CHI,2012,C,Roller/Cutter,3.2335954335986696,-2.706061535653999,475.2,0.30187091718989123,-10.766818521890134
LINDA FROHLICH,SAC,2007,PowerF,Secondary Creator/Distributor,3.2258826295576415,-13.089704098622787,51.0,-6.179113919964594,-21.32276372404608
KAYTE CHRISTENSEN,PHO,2004,F,Roller/Cutter,3.189527869341544,2.2057926331857765,406.4,1.1412841485320575,1.4375634514101359
KIAH STOKES,NYL,2015,C,Roller/Cutter,3.189394892697665,7.030507379457967,863.5999999999999,-0.10744212882376702,5.01030279583844
AMY HERRIG,UTA,2002,C,Roller/Cutter,3.1787298086404387,1.544288343269537,268.8,2.2079090893596236,0.6480759934306071
ERLANA LARKINS,NYL,2009,F,Roller/Cutter,3.172343877048394,5.269137240460979,136.79999999999998,-3.1405842115700096,-9.735417078784078
MARQUESHA DAVIS,NYL,2024,G,Roller/Cutter,3.171847080448927,4.358130168892679,80.0,-2.115826360170635,-0.19038495814847511
DONNA HARRINGTON,IND,2000,F,Roller/Cutter,3.1698079727035897,1.3828494347070477,67.2,2.571574547622052,1.3218614383348237
OLAYINKA SANNI,PHO,2011,PowerF,Roller/Cutter,3.166886155982327,-15.633955125403178,72.8,-6.114847647668503,-40.48214353695512
KATASHA ARTIS,CHA,1997,F,Secondary Creator/Distributor,3.1631377198523514,7.928710378260514,112.0,,
CHANTE BLACK,SAN,2013,C,Roller/Cutter,3.1496296554763137,-9.451367105348371,10.3,-15.79874737506466,-44.752569332863246
TERESA WEATHERSPOON,LAS,2004,G,Secondary Creator/Distributor,3.139384164157711,2.9284513198790787,292.4,1.3742202301965012,6.750990034137782
VANESSA HAYDEN,MIN,2005,C,Interior Primary Option,3.113673837507008,5.548229205093265,598.3000000000001,-1.7408674792907437,0.06619066465015955
CHANDRA JOHNSON,LAS,2003,C,Spot-up Shooter,3.107272502156095,-7.538529759955181,45.6,-1.100203864688448,-11.938458688599876
SONJA HENNING,HOU,2002,G,Secondary Creator/Distributor,3.09930207349478,6.26775589980202,728.5,-5.639871528563072,8.672367454160964
LACHARLOTTE SMITH,ORL,2000,G,Secondary Creator/Distributor,3.098507208072402,37.07429729927158,11.4,2.860025264679552,41.19393037613088
TIA JACKSON,PHO,1997,F,Secondary Creator/Distributor,3.093971064667286,6.127481947945036,317.2,,
CHANTE BLACK,TUL,2012,C,Roller/Cutter,3.0931791252600225,-1.4280320938871571,365.4,-2.698726030779246,-3.915993326039069
AWAK KUIER,DAL,2022,F,Roller/Cutter,3.088774416315248,4.213066663983127,415.8,-1.681801423959529,1.9771572309837597
ALLISON FEASTER,LAS,2000,F,Spot-up Shooter,3.088515424862071,1.078071576795405,470.4,-1.9889021404904312,5.728178599937531
RITA WILLIAMS,HOU,2002,G,Spot-up Shooter,3.08616682473638,1.0235243308852733,568.4000000000001,-7.0294777358985625,3.291166968299457
TAMMY SUTTON-BROWN,IND,2012,C,Roller/Cutter,3.084229555928428,1.1767024094825054,541.1999999999999,-1.4400944429176126,-0.7069437253963446
TAMIKA CATCHINGS,IND,2002,F,Primary On-Ball Creator,3.055441388367235,-1.420622173569284,1168.0,0.7476006900696941,3.5570774129486837
SONJA HENNING,IND,2003,G,Secondary Creator/Distributor,3.051775227268341,3.8436877873198902,297.6,-12.69887198097489,-5.347915274526114
DANIELLE MCCULLEY,SEA,2003,PowerF,Roller/Cutter,3.0484333482246453,-17.274988911809377,24.5,-3.7445828963026915,-19.874523936652935
GORDANA GRUBIN,LAS,2005,G,Secondary Creator/Distributor,3.0134396625900868,21.153709992804988,41.4,-11.359405086510137,-6.660667752782803
TRACY REID,MIA,2001,F,Roller/Cutter,2.9975378145457374,-1.2606489593503911,277.2,-1.0351304004952717,-3.574405219110016
KAELA DAVIS,CHI,2024,F,Roller/Cutter,2.9511971364027114,-15.272532986710942,51.6,-8.203151053899525,-27.33269563062578
ROMANA HAMZOVA,ORL,2000,G,Secondary Creator/Distributor,2.9304581869797905,-11.179345236644297,42.0,-2.811151718800663,-14.593539036656766
TONI YOUNG,NYL,2014,F,Roller/Cutter,2.92635754768775,15.50582967282998,38.4,-3.626688540507326,9.838050145924644
RUSHIA BROWN,CLE,1997,F,Roller/Cutter,2.922801223593665,5.603387712630324,512.4,,
MAIMOUNA DIARRA,LAS,2017,C,Interior Primary Option,2.9093955166340546,28.499006740192108,20.0,-8.95206515423548,10.047760783576795
TAMARA MOORE,PHO,2003,G,Secondary Creator/Distributor,2.909256340623944,3.9874232345953926,176.79999999999998,-0.21007809775885544,3.0259549318774543
AERIAL POWERS,WAS,2018,G,Secondary Creator/Distributor,2.9080051950974077,5.958279853118931,345.6,3.2492856610822383,6.74420841825332
AMY ATWELL,PHO,2024,F,Spot-up Shooter,2.8865335928885076,-20.832302572974218,59.400000000000006,0.07953329080481453,-28.159965849208252
QUEEN EGBO,WAS,2023,PowerF,Roller/Cutter,2.8825251439938118,0.6582568573097786,473.6,-0.125181980593013,-2.509261562308696
ANDREA NAGY,SAC,2002,G,Secondary Creator/Distributor,2.879772944292436,-4.052435967868389,410.4,-4.467671701142253,-9.530059506858077
QUACY BARNES,SAC,1998,C,Roller/Cutter,2.8787707123018125,3.738750222488812,90.1,-2.011854400904297,1.552004066192243
ARMINTIE HERRINGTON,ATL,2013,G,Roller/Cutter,2.8464877482966693,4.469250518960586,837.1999999999999,-0.3642549956306631,1.248906268315363
EZINNE KALU,ATL,2024,G,Secondary Creator/Distributor,2.843406067371076,6.310217997127804,12.7,-5.856201012806924,-20.867441528569074
EWELINA KOBRYN,SEA,2011,C,Roller/Cutter,2.838984193362207,6.640908501434499,122.4,-2.1851497957980213,-1.7627778041186346
STACEY THOMAS,POR,2002,F,Secondary Creator/Distributor,2.8251981347130743,2.9854073063355364,624.0,-6.538243780230685,5.815198122465201
SHAVONTE ZELLOUS,IND,2010,G,Secondary Creator/Distributor,2.8212290461123417,0.5946580605649157,483.6,-2.393042833562791,-5.0115583915633115
JULIE WOJTA,SAN,2013,SG,Roller/Cutter,2.8099316124980622,-13.909684115101792,25.5,-3.0980678022826136,-50.77255636291956
LOREE MOORE,NYL,2005,G,Secondary Creator/Distributor,2.804407806948145,3.7235329657491825,184.8,-6.766062503567481,-9.152691837677391
MARTINA WEBER,NYL,2007,C,Secondary Creator/Distributor,2.7914118003182686,9.096429687766843,3.8,-30.6090713539196,-86.58831889880068
REBECCA ALLEN,NYL,2015,SG,Secondary Creator/Distributor,2.7896390346407713,19.555858241773738,34.0,-12.295292750965109,12.287048239528755
SUE WICKS,NYL,2000,F,Roller/Cutter,2.7854059111133287,9.362330404480767,678.4,0.6122903303162772,8.583054892570104
JESSICA MOORE,LAS,2008,PowerF,Roller/Cutter,2.784365127472002,11.895337686591748,310.8,-0.22444659625469443,4.884501914700074
NYARA SABALLY,NYL,2024,C,Roller/Cutter,2.778914564503983,3.446858316245367,351.0,3.8894199776373353,0.5666194659120962
KENDRA WECKER,SAN,2005,F,Primary On-Ball Creator,2.7760974044488287,-12.36614479298596,11.2,-1.3556636398144328,-47.265300149050745
KENISHA BELL,MIN,2019,G,Spot-up Shooter,2.7698106587349036,30.896739048718864,10.8,-14.081054549981907,-18.814987114767078
JENNIE SIMMS,PHO,2023,G,Roller/Cutter,2.7687281074764947,-0.2948028941221068,70.19999999999999,-7.561561932502487,-16.7312693633816
ALLISON FEASTER,LAS,1999,F,Spot-up Shooter,2.7632753154236944,1.518393400514037,406.4,-4.027104702426344,-0.27706817545033635
MISTIE BASS,PHO,2015,F,Roller/Cutter,2.749026623365426,5.050755351271579,458.7,0.5179249957317054,2.7627897723407493
MERY ANDRADE,CLE,2001,F,Secondary Creator/Distributor,2.709755760062572,9.30887492182796,892.8,-0.10287009615958764,3.9457860941256184
ALEXIS HORNBUCKLE,DET,2008,G,Secondary Creator/Distributor,2.696608387306686,6.243698540281685,748.0,-1.2091087973466035,8.774976033187688
CIERRA BURDICK,ATL,2015,F,Roller/Cutter,2.691713134537492,1.4222311164186552,207.9,-1.7496200233391384,-5.022836822002143
RACHEL HOLLIVAY,ATL,2016,C,Roller/Cutter,2.6844679561742075,-3.5638776934689176,284.8,0.14888815876959205,-13.840584049788049
SEMEKA RANDALL,UTA,2002,G,Secondary Creator/Distributor,2.6814551538296825,-0.721609357525872,597.4000000000001,-13.379187251683542,-18.380632834235566
ARMINTIE HERRINGTON,LAS,2014,G,Roller/Cutter,2.6645285162634744,5.498368265141566,788.8,-0.10335321635345318,4.24360483131392
YOLANDA GRIFFITH,SAC,2000,PowerF,Interior Primary Option,2.6636791527513948,4.44806216886647,1027.2,-8.0626517667848,-7.546191844040316
GRACE DALEY,PHO,2003,G,Secondary Creator/Distributor,2.6628368520694887,15.16811213777181,27.299999999999997,-24.197124307471167,6.082588828523685
SHAY MURPHY,MIN,2007,G,Spot-up Shooter,2.65256238354395,3.1375402807266157,435.2,0.004823989346049551,1.3924427306576286
JANELL BURSE,SEA,2009,C,Roller/Cutter,2.649838937371729,4.572399451771724,540.6,-0.5847931966594904,3.6498553776804967
TAMIKA CATCHINGS,IND,2009,F,Primary On-Ball Creator,2.645377545666016,3.5905731758790087,1074.4,1.6612870941995868,2.876321560494259
MICHELLE CLEARY,PHO,2001,G,Secondary Creator/Distributor,2.6417941331058383,-5.223464849661513,48.8,-3.98933711022221,-2.1884603473646136
JESSIE HICKS,ORL,2001,PowerF,Interior Primary Option,2.6338563468133454,2.5968227162280284,460.8,-3.7137219692018593,4.722606686446278
REBEKAH GARDNER,CHI,2023,G,Secondary Creator/Distributor,2.6325488499819514,24.261456734226048,59.400000000000006,1.8928032852245735,15.611100876644105
EDWINA BROWN,HOU,2006,SG,Roller/Cutter,2.630784148441956,1.4350340275701958,28.4,-4.814000621458189,-37.16934119709643
CANDACE PARKER,LAS,2015,PowerF,Perimeter-Oriented Big/Wing,2.630763489389606,2.353142186233306,550.4,6.904563005392981,12.86784429506065
ALISON BALES,ATL,2011,C,Roller/Cutter,2.628223934532842,4.331364809376401,686.8,0.7544300950876348,1.7007680973037678
MANDISA STEVENSON,SAN,2004,PowerF,Roller/Cutter,2.6256201669041723,4.373892787852217,258.1,0.3406889331098979,3.596940021666769
HAMCHETOU MAIGA-BA,SAC,2002,F,Roller/Cutter,2.6217638748945022,2.867802590778088,195.5,1.4087344662373205,1.853921374467464
ANGELINA WILLIAMS,DET,2006,G,Secondary Creator/Distributor,2.620292679961466,-5.160884859065291,130.20000000000002,-4.802593705571286,-5.6871162393815595
TAMARA MOORE,PHO,2004,G,Secondary Creator/Distributor,2.6093521328955482,5.644138679047853,387.2,-0.5199838523282541,6.854418534553293
KARA BRAXTON,DET,2006,PowerF,Interior Primary Option,2.596094458593569,1.7845817965030168,360.4,-1.8850373378658332,-2.0249948318247206
TAUSHA MILLS,WAS,2002,C,Roller/Cutter,2.595715338617267,-3.755607340250356,17.6,-0.3861274754396038,-16.449461542452255
RUTH RILEY,MIA,2001,C,Roller/Cutter,2.584936723973874,5.611917606137994,800.0,-4.87130416493868,-4.66286540274844
RUTH RILEY,SAN,2008,C,Secondary Creator/Distributor,2.5623909088086374,7.455718902987332,579.0,0.04152003271525251,4.528473503053522
DALMA IVANYI,UTA,1999,G,Secondary Creator/Distributor,2.5569733802933494,-5.427555509448696,67.2,-3.312783036762126,-8.938456616101256
SANCHO LYTTLE,ATL,2016,F,Roller/Cutter,2.534154063163096,8.385499350581503,570.0,-1.1714356928386596,4.841289556756527
MARIA STEPANOVA,PHO,1999,C,Interior Primary Option,2.5336645245199727,7.8446298739415825,550.4,-2.2438102702996265,3.711255009093885
SYDNEY WIESE,LAS,2018,G,Spot-up Shooter,2.530420764099165,-15.231950444136954,36.3,-12.375401810049837,-17.956017019029794
CHRISTI THOMAS,LAS,2005,PowerF,Roller/Cutter,2.5038794149242616,6.81919188713683,518.4,-0.3011187263228794,5.025613655856031
TICHA PENICHEIRO,SAC,1998,G,Secondary Creator/Distributor,2.5035203833352226,-0.919274279190717,1044.0,-3.0960504634028347,-3.143487450453011
TAMIKA CATCHINGS,IND,2005,F,Primary On-Ball Creator,2.499769500926615,6.874060206901553,1173.0,2.5247336823011617,5.774342662794949
ASHLEY ROBINSON,SEA,2010,C,Roller/Cutter,2.496474169263006,2.656982066830973,245.99999999999997,-1.2261409068828142,-11.725122444542595
CHANTE BLACK,CON,2009,C,Roller/Cutter,2.4939155963704716,3.5437871032639725,429.0,-2.275320527296806,0.5558571072571392
EMMELINE NDONGUE,LAS,2006,C,Roller/Cutter,2.476268322194792,0.730253018768047,107.1,-0.34024614391086905,-14.892397164392404
GORDANA GRUBIN,HOU,2004,G,Secondary Creator/Distributor,2.470234230911532,2.6672364814757747,24.5,-1.4614471967264642,-8.007000636781576
HEATHER OWEN,WAS,1999,PowerF,Roller/Cutter,2.4697141112030345,6.704350056859022,232.9,-7.763598422133953,5.193641341250293
JENNIFER DEREVJANIK,PHO,2008,G,Secondary Creator/Distributor,2.4661732334765256,-9.357128756614408,144.5,-1.1788975181018255,-15.617727532041002
NAKIA SANFORD,WAS,2003,PowerF,Interior Primary Option,2.4519905432955693,6.105683729227661,132.6,-9.306862651697093,-8.697587778708321
MARGO DYDEK,UTA,2002,C,Perimeter-Oriented Big/Wing,2.443901026429419,1.925288315619728,876.0,-5.125927532868073,3.769893643867779
MARIA STEPANOVA,PHO,2005,C,Interior Primary Option,2.43576814978321,4.978954368229104,412.5,-1.4000202369511205,9.499082557061023
KISHA FORD,ORL,1999,SG,Roller/Cutter,2.4185597397262146,14.864699249676155,44.0,-9.843059994338544,0.7958520453807267
STACY FRESE,UTA,2000,G,Spot-up Shooter,2.4098651017144563,-2.181197834493652,222.6,1.3713813100614984,-2.34160136145929
OLYMPIA SCOTT,PHO,2007,C,Interior Primary Option,2.4002462750456472,-20.76908805292858,32.0,-5.532877507575632,-24.49278427601045
PAULINE JORDAN,SAC,1998,PowerF,Roller/Cutter,2.38037535023347,1.0405856586429438,255.3,,
POLLYANNA JOHNS KIMBROUGH,HOU,2004,C,Roller/Cutter,2.377944390915992,-5.645053357114615,153.9,-4.9040297044152705,-18.241097870643237
KRYSTAL VAUGHN,WAS,2008,F,Roller/Cutter,2.361985578014968,10.19780858479131,78.0,-15.304939574202672,-22.08832959202274
TAMIKA CATCHINGS,IND,2006,F,Primary On-Ball Creator,2.3595901530793015,9.911725879523273,1068.8,2.0621946207823507,8.390048709268642
ERIN PERPEROGLOU,SAN,2007,F,Interior Primary Option,2.3564618154920582,2.7461823792711244,498.6,1.5557325145557552,3.4571168892457376
TIFFANY JACKSON,TUL,2013,F,Roller/Cutter,2.3418601430106283,-2.726618469727371,393.3,-4.772760253681996,-10.276618397232712
LORELA CUBAJ,NYL,2022,PowerF,Roller/Cutter,2.3416064994575656,-6.202549388802819,88.0,-0.21038762653511967,-28.603232041536273
SHERYL SWOOPES,HOU,2003,SG,Primary On-Ball Creator,2.3388557000002503,0.4994226231704529,1081.9,-0.6928495988456516,-0.39126845104296143
PENNY TAYLOR,PHO,2013,F,Spot-up Shooter,2.3349552335788117,0.1097511195539439,161.0,4.594697930224136,3.691390786969357
NICKY ANOSIKE,MIN,2008,PowerF,Interior Primary Option,2.3296129601402975,-1.339085989183934,921.4,-0.34353626065686127,-3.4370460250205745
KELSEY GRIFFIN,CON,2011,F,Roller/Cutter,2.326978204349309,5.94346977741063,442.0,-1.6420291635761526,-2.4967580236528395
MAYLANA MARTIN,MIN,2000,PowerF,Roller/Cutter,2.3220593470751,6.225786223521781,459.0,-2.3189308181723374,5.766572194607606
KRISTEN RASMUSSEN,MIA,2000,F,Roller/Cutter,2.3135580707000956,7.457048871746747,460.2,-6.641413843479201,-1.9397833245016924
ERIN PERPEROGLOU,MIN,2001,F,Secondary Creator/Distributor,2.3103153483986865,2.1779290633856823,726.4,-4.338898732530959,-1.5746923372718187
JONQUEL JONES,CON,2019,C,Perimeter-Oriented Big/Wing,2.2940784207565748,5.965752036903682,979.2,6.673777799470596,10.21381613380317
TIFFANY MCCAIN,ORL,2002,G,Secondary Creator/Distributor,2.288361331547234,-1.561886405094174,48.0,4.9494141483336165,6.773040639354319
ADRIAN WILLIAMS-STRONG,PHO,2002,PowerF,Roller/Cutter,2.2759067459146,-1.1550168177678113,876.8,-2.8383283456235078,-12.495628574513796
ERICA WHITE,IND,2009,G,Secondary Creator/Distributor,2.2693708185092376,2.1356335825406156,18.4,-1.3065750288041036,5.689301599834787
DEMYA WALKER,POR,2000,F,Interior Primary Option,2.266171718306249,2.8226631483633344,309.0,6.241792433907447,5.9248875949537
KELLY SCHUMACHER,PHO,2007,C,Roller/Cutter,2.2636568036656834,4.169271741535601,544.0,-2.33421324671344,0.05711211371010716
QUANITRA HOLLINGSWORTH,SEA,2015,C,Roller/Cutter,2.2561643809797958,10.70300375494894,332.1,-2.757786315408373,6.558599267217888
SHONA THORBURN,MIN,2006,G,Secondary Creator/Distributor,2.2545715882752706,2.253557575335349,143.0,-6.883580946225877,0.914154693041221
MICHELLE SNOW,HOU,2002,C,Roller/Cutter,2.2531114440644555,0.2947664051464807,480.0,-3.6062578641550407,-1.194061346745782
MARGO DYDEK,CON,2007,C,Roller/Cutter,2.250460123091976,6.510297377388058,627.2,-1.317282263413344,3.3452257527528153
JANEL MCCARVILLE,CHA,2005,PowerF,Roller/Cutter,2.249959021921929,4.249821951728452,313.59999999999997,-2.193904584407251,2.711389271689007
AMANDA THOMPSON,TUL,2010,F,Roller/Cutter,2.248918205950203,10.921165879729417,49.0,-8.470916397848336,-5.420607895838858
KRYSTAL THOMAS,IND,2014,C,Roller/Cutter,2.244254679311348,-0.052838280828072,176.4,-0.2506981362684084,-10.353412042290538
KRISTINE ANIGWE,PHO,2022,PowerF,Roller/Cutter,2.2409840621919574,-11.581609159520324,65.0,-4.1242653463385865,-22.340076346521393
LA'TANGELA ATKINSON,SAC,2008,SG,Roller/Cutter,2.240764919617409,3.1479503570467315,72.5,-4.306992190715549,-0.9225445501375011
LUCIENNE BERTHIEU,HOU,2004,PowerF,Roller/Cutter,2.236065737045059,14.463231722456614,131.2,-6.675212787651933,13.480094401989373
UMEKI WEBB,PHO,1997,SG,Secondary Creator/Distributor,2.235083030840776,5.46220727399088,764.4,,
TERESA WEATHERSPOON,NYL,1998,G,Secondary Creator/Distributor,2.2334117347998848,3.99272778068366,1002.0,,
JENNIFER DEREVJANIK,CON,2005,G,Secondary Creator/Distributor,2.232346379954912,14.491370220085363,360.4,-3.8555649695286562,1.6502854604742314
ADIA BARNES,SEA,2002,F,Roller/Cutter,2.2316640910834202,6.909502516724293,491.4,-4.606455518658676,7.043377755729737
JANELL BURSE,SEA,2004,C,Interior Primary Option,2.2228448892822095,3.683884054737118,513.3,-1.1807372779387921,6.021255597824204
NAKIA SANFORD,SEA,2013,PowerF,Roller/Cutter,2.2104073531209454,-4.20580860769077,153.0,-2.5510065650023974,-16.557083940944153
BARBARA FARRIS,DET,2000,PowerF,Interior Primary Option,2.209375772852202,-0.2412519912718716,128.79999999999998,-3.634480765342032,-3.4285664100977153
