Player,Team,Year,Pos,Archetype,OBPM,mean,Total Minutes
THERESA PLAISANCE,CON,2019,F,Secondary Creator/Distributor,-2.396467356783299,-11.101671616097985,443.3
ANNA DEFORGE,MIN,2008,G,Spot-up Shooter,-2.3993986210890235,3.267082970356223,846.5999999999999
DANIELLE MCCULLEY,IND,2000,PowerF,Interior Primary Option,-2.400629202390111,-7.109500328312975,458.2000000000001
EPIPHANNY PRINCE,NYL,2016,G,Spot-up Shooter,-2.4034905625756746,-12.6408688480852,83.4
TIFFANY MITCHELL,IND,2022,G,Secondary Creator/Distributor,-2.409096615809359,-0.8176620895510005,550.8
KAYLA THORNTON,DAL,2020,F,Spot-up Shooter,-2.410348280072129,-0.4610213144328721,556.6
CHASITY MELVIN,CLE,2002,PowerF,Interior Primary Option,-2.412797851366949,-0.9757787277682952,1046.4
JASMINE THOMAS,CON,2019,G,Primary On-Ball Creator,-2.413362584854684,3.6047011770379673,1009.8
TINA THOMPSON,HOU,2003,F,Perimeter-Oriented Big/Wing,-2.4155458704447628,0.5396744161034456,974.4
STEPHANIE TALBOT,SEA,2022,F,Spot-up Shooter,-2.4166495245935735,-6.08484110809134,547.4000000000001
SYLVIA FOWLES,CHI,2014,C,Interior Primary Option,-2.416979362753975,-4.582068799357921,596.0
KATIE LOU SAMUELSON,DAL,2020,F,Spot-up Shooter,-2.4186160144414246,-1.6575865504604237,437.7999999999999
SHERYL SWOOPES,HOU,2003,SG,Primary On-Ball Creator,-2.4194929150031625,0.5497921893774904,1081.9
BELLA ALARIE,DAL,2021,PowerF,Roller/Cutter,-2.4197373590628715,-4.274395288501398,406.1
CHASITY MELVIN,CLE,1999,PowerF,Interior Primary Option,-2.4260663497011303,-0.35951720834082,682.0
JIA PERKINS,CHI,2010,G,Primary On-Ball Creator,-2.426200555639744,-0.7428711528919631,935.0
MICHELE VAN GORP,NYL,1999,C,Roller/Cutter,-2.42810888575175,5.329498590936902,115.5
JENNA O'HEA,SEA,2015,F,Spot-up Shooter,-2.429364050808492,-5.4632951196319945,710.5999999999999
RACHEL BANHAM,MIN,2022,G,Spot-up Shooter,-2.4314202408523524,-3.200229048648152,630.0
MEGAN FRAZEE,SAN,2009,F,Secondary Creator/Distributor,-2.4317874868222455,0.3646642634228793,324.79999999999995
SEIMONE AUGUSTUS,MIN,2016,SG,Perimeter-Oriented Big/Wing,-2.4320250156825467,-2.669140197954152,765.5999999999999
ODYSSEY SIMS,MIN,2019,G,Perimeter-Oriented Big/Wing,-2.4326022762709347,-0.2457578297891985,1084.6
BRIDGET CARLETON,MIN,2021,F,Spot-up Shooter,-2.433046831673138,-6.545163711037202,617.6
NYKESHA SALES,ORL,2002,SG,Primary On-Ball Creator,-2.4355151355104008,3.154844630062839,1043.2
DELISHA MILTON-JONES,WAS,2005,F,Primary On-Ball Creator,-2.435865919059938,2.705524210227601,1065.9
MONICA LAMB,HOU,2000,C,Roller/Cutter,-2.4377883213376252,-13.713893460760882,139.1
DANIELLE ROBINSON,MIN,2019,G,Secondary Creator/Distributor,-2.43807705783516,0.5146892622200001,918.0
SWIN CASH,SEA,2011,F,Perimeter-Oriented Big/Wing,-2.4429167784990793,-1.5906407080162752,1128.8000000000002
JORDIN CANADA,LAS,2022,G,Secondary Creator/Distributor,-2.4508144022198968,-0.6240363798390244,864.0
ALLISON FEASTER,CHA,2001,F,Spot-up Shooter,-2.450854062161516,2.560102611674063,1004.8
SHERYL SWOOPES,HOU,1998,SG,Primary On-Ball Creator,-2.4534876746136436,1.4467637788224366,936.7
ERIKA DE SOUZA,ATL,2009,PowerF,Interior Primary Option,-2.453752525864516,0.9114899164680028,928.2
EVA NEMCOVA,CLE,1997,F,Primary On-Ball Creator,-2.4550952855614683,-1.1267885943821236,943.6
ANGEL MCCOUGHTRY,ATL,2010,SG,Perimeter-Oriented Big/Wing,-2.4575970671007523,0.5360742433162243,1043.8
THERESA PLAISANCE,DAL,2016,F,Secondary Creator/Distributor,-2.4577819921399184,-7.40720760296743,318.6
DEBBIE BLACK,MIA,2001,G,Secondary Creator/Distributor,-2.46175897003035,-1.856845055187652,944.0
JOYNER HOLMES,SEA,2024,F,Secondary Creator/Distributor,-2.462648002770623,-8.53232858245685,229.5
SHAMEKA CHRISTON,PHO,2015,G,Spot-up Shooter,-2.463244854647993,3.895540567069785,75.6
ALYSHA CLARK,LVA,2024,F,Spot-up Shooter,-2.4632761868047366,1.2903932084909968,972.0
DOMINIQUE CANTY,DET,2000,G,Interior Primary Option,-2.464922640326215,-0.542957871218754,781.1999999999999
TAN WHITE,CON,2010,G,Spot-up Shooter,-2.4656753597334724,1.0246372662294203,856.8
CHASITY MELVIN,WAS,2006,PowerF,Interior Primary Option,-2.465883947210511,2.865198614939762,1003.0
ERIN THORN,MIN,2012,G,Spot-up Shooter,-2.4684247779414576,-2.609444257760721,195.0
TINA CHARLES,NYL,2016,C,Perimeter-Oriented Big/Wing,-2.469854481987512,-0.3159798293909568,1078.4
VICKY BULLETT,WAS,2002,F,Secondary Creator/Distributor,-2.4698800940295182,1.8492764802179495,944.0
ANNA DEFORGE,IND,2007,G,Spot-up Shooter,-2.47043848818735,-3.1621147779918566,795.5999999999999
AARI MCDONALD,ATL,2022,G,Primary On-Ball Creator,-2.4717132072611516,-1.3478157680794425,874.8000000000001
SOPHIA YOUNG-MALCOLM,SAN,2014,F,Interior Primary Option,-2.471779423087818,0.314133142666645,822.8
BRIONNA JONES,CON,2019,F,Interior Primary Option,-2.4731564412018026,-6.865492858531155,226.8
MARISSA COLEMAN,WAS,2010,SG,Spot-up Shooter,-2.4752470190840437,-3.012596384514959,663.0
SHALEE LEHNING,ATL,2009,G,Secondary Creator/Distributor,-2.4773018324834544,1.1039372640394571,707.2
BELLA ALARIE,DAL,2020,PowerF,Roller/Cutter,-2.4781093596984816,0.3129129178562408,308.0
JURGITA STREIMIKYTE,IND,2001,F,Interior Primary Option,-2.478634098869043,-0.4621547060084833,710.1
NATALIE WILLIAMS,IND,2004,C,Interior Primary Option,-2.4788729662786086,0.0996336933604849,958.8
SANDY BRONDELLO,MIA,2001,G,Primary On-Ball Creator,-2.4791738722828485,0.4034406139701602,852.5999999999999
CATHRINE KRAAYEVELD,CHI,2011,F,Spot-up Shooter,-2.4795686973932365,4.106348149622178,679.8000000000001
ESSENCE CARSON,LAS,2016,G,Secondary Creator/Distributor,-2.479631824221652,0.5906553923190428,792.2
YOLANDA GRIFFITH,SAC,2007,PowerF,Interior Primary Option,-2.480964047314581,0.5920464870512646,707.2
ELIZABETH WILLIAMS,CHI,2024,PowerF,Interior Primary Option,-2.481925883542442,-0.0464248811300895,249.3
SUZIE MCCONNELL SERIO,CLE,1998,G,Spot-up Shooter,-2.483554114831266,3.557800804210925,884.8000000000001
TINA CHARLES,CON,2011,C,Perimeter-Oriented Big/Wing,-2.4848894296855075,2.6823244281523535,1135.6
TEMEKA JOHNSON,LAS,2006,G,Secondary Creator/Distributor,-2.487188867538612,-1.8840573860350331,816.0
ANNA CRUZ,NYL,2014,G,Secondary Creator/Distributor,-2.4872092019229983,-4.925847968972709,921.4
GLORY JOHNSON,TUL,2012,F,Interior Primary Option,-2.49032109601421,-0.7942810251006348,958.8
CHEYENNE PARKER-TYUS,CHI,2019,F,Interior Primary Option,-2.492047058274704,-1.107263227994168,669.8
BRIANN JANUARY,IND,2015,G,Secondary Creator/Distributor,-2.4935668283369603,0.4522571492035914,783.0
KRYSTAL THOMAS,IND,2014,C,Roller/Cutter,-2.4949528155797562,-10.300573761462466,176.4
MARGO DYDEK,UTA,2001,C,Perimeter-Oriented Big/Wing,-2.4966233865993868,-0.7825447716575245,969.6
AERIAL POWERS,MIN,2021,G,Primary On-Ball Creator,-2.4998922831246126,1.3478513247260833,309.40000000000003
RUTHIE BOLTON,SAC,2002,G,Primary On-Ball Creator,-2.50005536749878,1.363629332057549,736.0
NICOLE POWELL,SAC,2006,F,Spot-up Shooter,-2.501090987039142,-0.2224685450591076,890.8
BROOKE SMITH,PHO,2008,PowerF,Roller/Cutter,-2.504553924098275,3.916339800733586,134.0
ANGEL MCCOUGHTRY,ATL,2014,SG,Perimeter-Oriented Big/Wing,-2.506649014466398,0.4716529560902718,970.3
ERIN THORN,NYL,2007,G,Spot-up Shooter,-2.50778196914176,-1.69525176029914,881.5999999999999
KALANA GREENE,CON,2012,G,Secondary Creator/Distributor,-2.5078151140040372,4.261244180509919,605.2
JASMINE THOMAS,CON,2021,G,Primary On-Ball Creator,-2.5172630924973665,4.748078173352793,888.0
PLENETTE PIERSON,NYL,2011,F,Interior Primary Option,-2.5179869568041826,2.221145170153106,943.8
RUTH RILEY,SAN,2008,C,Secondary Creator/Distributor,-2.520870876093385,-2.9272453999338097,579.0
ANNA DEFORGE,IND,2006,G,Spot-up Shooter,-2.5215846473653034,0.3559825005094014,996.2
STEPHANIE JONES,CON,2022,F,Secondary Creator/Distributor,-2.5228022669013916,-3.204940968894351,26.5
LEILANI MITCHELL,NYL,2012,G,Spot-up Shooter,-2.5230601306349065,-2.062745428208519,907.8
LINDSEY HARDING,WAS,2009,G,Primary On-Ball Creator,-2.52586295089788,2.4414596807187636,1193.4
RUTHY HEBARD,CHI,2020,F,Roller/Cutter,-2.528504777605479,0.5066341807587816,321.2
KRISTEN RASMUSSEN,IND,2003,F,Secondary Creator/Distributor,-2.52871424149614,0.4958244249821121,815.1
ERIN PHILLIPS,DAL,2016,G,Spot-up Shooter,-2.5349895066674506,-4.545034876634133,467.2
DEANNA NOLAN,DET,2009,SG,Primary On-Ball Creator,-2.5351695118623434,-0.954199196061354,1112.1
RACHEL HOLLIVAY,ATL,2016,C,Roller/Cutter,-2.5355797974046155,-10.276706356319131,284.8
ERLANA LARKINS,IND,2015,F,Roller/Cutter,-2.538025271581909,3.348830045425384,352.8
SIDNEY SPENCER,LAS,2007,G,Spot-up Shooter,-2.539843595812245,3.48897556560231,829.5999999999999
RONEEKA HODGES,TUL,2013,G,Spot-up Shooter,-2.54038109648738,-6.9658031101598885,567.6
ANGEL MCCOUGHTRY,ATL,2013,SG,Perimeter-Oriented Big/Wing,-2.5436473367771217,1.5860021869416148,1036.2
EVA NEMCOVA,CLE,1998,F,Secondary Creator/Distributor,-2.5438865440108502,3.3254546589116973,972.0
ERIN PHILLIPS,IND,2012,G,Spot-up Shooter,-2.5445694275413437,3.718183977185438,620.5999999999999
NIA COFFEY,ATL,2023,F,Secondary Creator/Distributor,-2.5450962747469688,-2.867090882317312,678.9
LAUREN JACKSON,SEA,2001,PowerF,Perimeter-Oriented Big/Wing,-2.548456809563544,-0.3181783651615594,1000.5
LORELA CUBAJ,NYL,2022,PowerF,Roller/Cutter,-2.5519941259926853,-22.400682652733455,88.0
NATALIE ACHONWA,MIN,2021,F,Roller/Cutter,-2.5524290667171594,-2.6367183762365753,252.0
JENNIFER GILLOM,PHO,2002,PowerF,Perimeter-Oriented Big/Wing,-2.553059305003067,-4.664109471583564,874.1999999999999
JIA PERKINS,SAN,2013,G,Primary On-Ball Creator,-2.553148730393701,-3.064666762266627,1037.0
SAMI WHITCOMB,SEA,2019,G,Spot-up Shooter,-2.556394880627602,-0.7507263781006389,673.1999999999999
LOREE MOORE,NYL,2007,G,Spot-up Shooter,-2.5609103352266587,1.2131673307502326,1162.8000000000002
ANGEL GOODRICH,SEA,2015,G,Secondary Creator/Distributor,-2.563401904553158,2.993211707310383,363.4
TIFFANY HAYES,ATL,2015,G,Primary On-Ball Creator,-2.5639558860389924,0.8854383430561126,837.1999999999999
AERIAL POWERS,MIN,2023,G,Primary On-Ball Creator,-2.5645914314479272,-3.954181832286174,194.0
SOPHIE CUNNINGHAM,PHO,2021,G,Spot-up Shooter,-2.568336906011499,2.452068561844293,525.0
LEILANI MITCHELL,NYL,2011,G,Spot-up Shooter,-2.5691849145481047,0.4662204576729022,863.5999999999999
NIKKI MCCRAY,WAS,2000,G,Primary On-Ball Creator,-2.5694335794453655,1.056856762902972,1046.4
TASHA HUMPHREY,WAS,2008,C,Secondary Creator/Distributor,-2.5701779392224333,7.096020518465467,510.0
THERESA PLAISANCE,DAL,2017,F,Spot-up Shooter,-2.571010747762699,2.5999218092527716,690.2
CRYSTAL DANGERFIELD,NYL,2022,G,Secondary Creator/Distributor,-2.571349331516623,-5.229197870501968,709.5
DESTANNI HENDERSON,IND,2022,G,Secondary Creator/Distributor,-2.574496777316392,-5.682734972337547,590.4
SANDRINE GRUDA,CON,2009,PowerF,Perimeter-Oriented Big/Wing,-2.57531516114516,1.1253860747372264,811.1999999999999
AERIAL POWERS,DAL,2016,G,Primary On-Ball Creator,-2.5815192438710985,-0.843983045482829,614.4
LEXIE BROWN,MIN,2019,G,Spot-up Shooter,-2.5831691707125692,-2.3532008051698874,603.9
CINDY BROWN,DET,1998,F,Secondary Creator/Distributor,-2.5862044707970315,1.289401337006148,969.0
SUE BIRD,SEA,2015,G,Primary On-Ball Creator,-2.5879153159953123,2.349486555324719,772.2
IVORY LATTA,ATL,2009,G,Primary On-Ball Creator,-2.5890367195926163,1.2873853401526658,350.4
RACHEL BANHAM,CHI,2024,G,Spot-up Shooter,-2.589794390287018,-1.2211163851395874,584.6
LAYSHIA CLARENDON,NYL,2020,G,Primary On-Ball Creator,-2.591954178854183,-3.8970461631073134,495.9
MARGO DYDEK,UTA,2000,C,Perimeter-Oriented Big/Wing,-2.597592066646405,-0.4971403478140559,774.4
AVERY WARLEY-TALBERT,CHI,2013,C,Roller/Cutter,-2.5981403788370137,-17.027878129295814,215.6
CAROLYN SWORDS,CHI,2012,C,Roller/Cutter,-2.6002666566885355,-0.0125531868450876,333.0
KELLY MILLER,CHA,2001,G,Spot-up Shooter,-2.601378847312434,-4.765297081994367,226.2
KATIE LOU SAMUELSON,LAS,2022,F,Spot-up Shooter,-2.6048836181834556,-0.4376643212979089,944.0
JORDAN HOOPER,CHI,2017,F,Spot-up Shooter,-2.607275702305796,-0.5501633589573386,299.59999999999997
EPIPHANNY PRINCE,CHI,2011,G,Primary On-Ball Creator,-2.608986750387392,-1.6887956108116262,999.6
JAELYN BROWN,DAL,2024,SG,Secondary Creator/Distributor,-2.6093928189261284,-10.113526808963178,141.4
DAMIRIS DANTAS,MIN,2021,PowerF,Spot-up Shooter,-2.6113481648976666,-0.8667438681133458,571.2
SWIN CASH,DET,2006,F,Perimeter-Oriented Big/Wing,-2.6169729880596244,-1.9101462033274432,992.8
CRYSTAL LANGHORNE,WAS,2011,PowerF,Interior Primary Option,-2.6230511223646316,0.4298664352280135,1063.3
AMBER HOLT,TUL,2010,F,Secondary Creator/Distributor,-2.624621291836304,-1.2500019450596431,696.3000000000001
JORDAN HORSTON,SEA,2024,F,Secondary Creator/Distributor,-2.626731195577536,-1.4807620206762724,869.7
LEILANI MITCHELL,PHO,2015,G,Spot-up Shooter,-2.6268592906375767,-1.1035205857955952,782.0
DANIELLE ROBINSON,IND,2021,G,Secondary Creator/Distributor,-2.632149924521292,-1.978697815581541,657.5999999999999
ALEX BENTLEY,CON,2014,G,Primary On-Ball Creator,-2.639050153064601,0.4455424606433365,870.4000000000001
DAWN STALEY,CHA,2002,G,Primary On-Ball Creator,-2.6406470091269836,1.569338764282613,1062.4
IZIANE CASTRO MARQUES,ATL,2010,SG,Primary On-Ball Creator,-2.6437163825171397,0.0326263874493088,986.0
AERIAL POWERS,DAL,2017,G,Primary On-Ball Creator,-2.647385193839289,3.0558059970893283,243.6
SHAY MURPHY,MIN,2007,G,Spot-up Shooter,-2.6477383941979005,-1.7450975500689871,435.2
ALEX BENTLEY,CON,2015,G,Primary On-Ball Creator,-2.6480737138487047,0.584591538010215,750.0
EPIPHANNY PRINCE,NYL,2018,G,Primary On-Ball Creator,-2.650455796613198,-4.5843975484645165,305.6
DAWN STALEY,HOU,2006,G,Spot-up Shooter,-2.653500782756441,1.3986284272819858,1023.4
RACHEL HOLLIVAY,ATL,2017,C,Roller/Cutter,-2.654523725193116,-7.595980491703926,32.9
MARKEISHA GATLING,SEA,2015,C,Interior Primary Option,-2.658641629097819,-5.485135532000643,342.5
KAYLA THORNTON,NYL,2024,F,Spot-up Shooter,-2.66080744641046,-3.4344975768030346,808.0
BRIANNA TURNER,PHO,2022,PowerF,Roller/Cutter,-2.6639479902915912,0.0261268291845949,1169.0
BRIANN JANUARY,CON,2021,G,Secondary Creator/Distributor,-2.6650975445066445,4.7807344090061115,875.8
ALANA BEARD,LAS,2013,SG,Secondary Creator/Distributor,-2.6688150643429496,5.873130226444046,704.0
VICKI BAUGH,TUL,2014,PowerF,Roller/Cutter,-2.6703182520643125,2.8873326651314275,267.3
REBEKKAH BRUNSON,MIN,2011,F,Interior Primary Option,-2.670472117407852,1.4510199611713723,938.4
KIAH STOKES,NYL,2017,C,Roller/Cutter,-2.672082441837376,-5.2855272894952305,666.4000000000001
VANESSA NYGAARD,POR,2000,F,Spot-up Shooter,-2.672614957966518,-6.30954338381845,844.8
NICKY ANOSIKE,MIN,2008,PowerF,Interior Primary Option,-2.6731492207971588,-2.097960035836641,921.4
THERESA PLAISANCE,CON,2020,F,Spot-up Shooter,-2.6757566292804493,-7.1399802753009975,91.0
CANDICE DUPREE,IND,2019,F,Perimeter-Oriented Big/Wing,-2.676140021593146,-3.498506409309293,1043.8
ERIN THORN,NYL,2005,G,Spot-up Shooter,-2.6761429984618292,5.230421710369334,201.6
TINA CHARLES,CON,2010,C,Interior Primary Option,-2.6776575813609957,-0.875030975661578,1054.0
TEAIRA MCCOWAN,IND,2020,C,Interior Primary Option,-2.678268760546041,1.2680333746047832,459.7999999999999
MARISSA COLEMAN,LAS,2013,SG,Spot-up Shooter,-2.68115341828176,-1.240522190073852,595.0
SANCHO LYTTLE,HOU,2005,F,Roller/Cutter,-2.6817634749052317,-1.7686078135408558,458.7
TAMMY SUTTON-BROWN,CHA,2005,C,Interior Primary Option,-2.6822955489617293,-3.3717690159886917,887.4000000000001
IVORY LATTA,ATL,2008,G,Primary On-Ball Creator,-2.6837362292600844,-2.118323853413297,958.8
ARMINTIE HERRINGTON,ATL,2012,G,Roller/Cutter,-2.686231136670101,-3.640529521042627,904.4
ASTOU NDOUR-FALL,CHI,2019,PowerF,Roller/Cutter,-2.687899788349962,5.376280908039502,367.5
KATIE LOU SAMUELSON,IND,2024,F,Spot-up Shooter,-2.6914043061016595,-5.697899799497187,673.4
JANEL MCCARVILLE,NYL,2007,PowerF,Interior Primary Option,-2.6917509260410752,1.615232806756856,675.2
JANTEL LAVENDER,LAS,2014,F,Interior Primary Option,-2.6918759587828687,-3.370865549605934,962.2
GLORY JOHNSON,DAL,2016,F,Interior Primary Option,-2.693693500909362,-1.4382870262425207,502.2
LINNAE HARPER,CHI,2018,G,Secondary Creator/Distributor,-2.693888303411852,-4.112126389592887,146.39999999999998
TAMIKA WHITMORE,CON,2008,F,Perimeter-Oriented Big/Wing,-2.6951170513839315,3.9821156120323744,911.2
TAMMY JACKSON,HOU,1999,PowerF,Roller/Cutter,-2.695293087706673,-0.6585125146985604,383.6
TAMECKA DIXON,HOU,2007,G,Primary On-Ball Creator,-2.697730056889972,0.5349985306185426,489.6
SONJA PETROVIC,PHO,2016,F,Secondary Creator/Distributor,-2.6981779107539388,-9.159785274755963,458.8
ELENA TORNIKIDOU,DET,2001,F,Primary On-Ball Creator,-2.7020194902334307,-1.8887492805773896,780.8
CHAMIQUE HOLDSCLAW,WAS,2000,F,Perimeter-Oriented Big/Wing,-2.7072745643148974,2.356667850950573,1132.8
TAMMY JACKSON,HOU,2001,PowerF,Roller/Cutter,-2.7101957687079867,-6.348009947654112,438.4
RHONDA MAPP,CHA,1997,C,Interior Primary Option,-2.712548472032685,-2.1297685782159146,714.0
SAMI WHITCOMB,SEA,2023,G,Spot-up Shooter,-2.7129635828158776,-1.9282526299120688,980.0
HELEN LUZ,WAS,2003,G,Spot-up Shooter,-2.717810464261671,-4.683631009991993,166.0
WENDY PALMER,CON,2004,F,Interior Primary Option,-2.727213809793828,-0.8083938587051399,788.6999999999999
SHAVONTE ZELLOUS,NYL,2018,G,Secondary Creator/Distributor,-2.7291835551356316,-3.300479355363979,530.2
SANDY BRONDELLO,DET,1999,G,Primary On-Ball Creator,-2.7293751837590823,-3.5013010165310106,1001.6
SOPHIA YOUNG-MALCOLM,SAN,2011,F,Perimeter-Oriented Big/Wing,-2.732283333336427,-0.018494671435898,1042.8
TULLY BEVILAQUA,IND,2009,G,Spot-up Shooter,-2.7323786735902695,-1.1260314464962882,856.8
RENEE MONTGOMERY,MIN,2009,G,Primary On-Ball Creator,-2.734192563864487,-1.4360668268844814,765.0
RONEEKA HODGES,TUL,2012,G,Spot-up Shooter,-2.73610003380887,-0.830401939424011,617.6
STEPHANIE TALBOT,LAS,2024,F,Secondary Creator/Distributor,-2.7391825820438758,3.453536854022319,599.4
JANEL MCCARVILLE,CHA,2006,PowerF,Roller/Cutter,-2.7392015548890196,-11.394517336214053,423.0
NICOLE POWELL,NYL,2011,F,Spot-up Shooter,-2.7406301180829584,1.4398396909022853,933.9
ADRIENNE GOODSON,UTA,2002,F,Perimeter-Oriented Big/Wing,-2.746477845095063,5.696163612794032,1100.8
SHATORI WALKER-KIMBROUGH,WAS,2022,G,Secondary Creator/Distributor,-2.7470916670183767,-3.321818892211486,703.5
IVORY LATTA,WAS,2017,G,Primary On-Ball Creator,-2.747617659380823,-0.4986002973744956,578.0
SHEKINNA STRICKLEN,SEA,2013,F,Spot-up Shooter,-2.747653515050374,0.6625910498223927,799.0
KAMILLA CARDOSO,CHI,2024,C,Interior Primary Option,-2.7482169286173477,-2.430734327416865,876.8
TERESA WEATHERSPOON,NYL,1998,G,Secondary Creator/Distributor,-2.752042301295178,-1.4415597520573828,1002.0
NICOLE OHLDE,MIN,2005,PowerF,Interior Primary Option,-2.7538497987525146,-1.974503128747541,1033.6
TICHA PENICHEIRO,SAC,2003,G,Secondary Creator/Distributor,-2.7566739305194154,-0.7529893201794151,1091.4
SYDNEY COLSON,SAN,2016,G,Secondary Creator/Distributor,-2.7574901326196155,-5.301083038302093,574.5999999999999
MARLIES ASKAMP,MIA,2001,C,Roller/Cutter,-2.7659876791880413,-3.3846262692163687,435.0
ARMINTIE HERRINGTON,LAS,2014,G,Roller/Cutter,-2.7678817326169276,-1.2547634338276454,788.8
KYM HAMPTON,NYL,1997,C,Interior Primary Option,-2.769357035089566,-0.7060387109342785,663.6
YVONNE TURNER,PHO,2018,G,Spot-up Shooter,-2.7736584286844073,-2.48259480838093,425.6
ELIZABETH WILLIAMS,CON,2015,PowerF,Roller/Cutter,-2.7739374434895656,-5.725081172658696,245.7
DAWN STALEY,CHA,2000,G,Spot-up Shooter,-2.7754485827652484,-0.5596763093229243,1097.6
TAMERA YOUNG,LVA,2018,F,Perimeter-Oriented Big/Wing,-2.776016976807016,-1.1391671195471014,881.1
MISTIE BASS,HOU,2006,F,Roller/Cutter,-2.776074957889287,-1.689804101965488,272.7
JESSICA BRELAND,CHI,2015,F,Roller/Cutter,-2.776941135859734,1.0118151064405487,706.1999999999999
TICHA PENICHEIRO,SAC,2009,G,Secondary Creator/Distributor,-2.77925183119216,-3.1834672050103054,723.0
MERY ANDRADE,CLE,1999,F,Secondary Creator/Distributor,-2.7814829552743854,-5.5541133315374855,361.6
CHAY SHEGOG,CON,2012,C,Interior Primary Option,-2.782907584517473,-18.443460650128273,8.7
DANIELLE MCCRAY,CON,2011,F,Spot-up Shooter,-2.7862733449371757,-1.255145342088022,513.4
KRYSTAL THOMAS,WAS,2017,C,Roller/Cutter,-2.7872291741277664,-1.1522764906034848,887.4000000000001
MONIQUE CURRIE,WAS,2007,F,Secondary Creator/Distributor,-2.788198421154643,0.6085922203707512,831.6
CRYSTAL LANGHORNE,WAS,2010,PowerF,Interior Primary Option,-2.7883104884690466,-1.1228490851140052,1159.4
MICHELLE BROGAN,PHO,1998,F,Secondary Creator/Distributor,-2.789106755392031,1.5790510061419076,777.0
COCO MILLER,WAS,2002,G,Secondary Creator/Distributor,-2.789509768745807,-0.601531678937608,896.0
TANISHA WRIGHT,SEA,2011,G,Secondary Creator/Distributor,-2.790187600096052,-4.496697424809052,953.7
MURRIEL PAGE,WAS,2000,F,Roller/Cutter,-2.7940790754325744,1.3317050397897356,1046.4
NALYSSA SMITH,IND,2024,F,Interior Primary Option,-2.797235359695915,-1.7398763227858844,988.0
RITA WILLIAMS,IND,2001,G,Primary On-Ball Creator,-2.799064861219437,-2.789826916413212,1040.0
KARA LAWSON,SAC,2003,G,Spot-up Shooter,-2.8013234286378887,0.893886518135168,771.8
CHRISTI THOMAS,LAS,2005,PowerF,Roller/Cutter,-2.804998141247141,-1.7935782312807986,518.4
