Player,Year,Pos,Archetype,BPM,RAPM
ASHLEY BATTLE,2006,F,Secondary Creator/Distributor,-2.970388228029078,5.302639588437985
ERLANA LARKINS,2014,F,Roller/Cutter,-2.9711722140422028,-1.847221874585852
TANISHA WRIGHT,2012,G,Secondary Creator/Distributor,-2.971359562283473,2.2531575818026814
SUE BIRD,2011,G,Primary On-Ball Creator,-2.974918423208941,2.910040072860605
SYLVIA FOWLES,2022,C,Interior Primary Option,-2.9750064681516815,0.611462422339828
DELISHA MILTON-JONES,2012,F,Secondary Creator/Distributor,-2.975930117523747,-2.001798884610412
STEPHANIE TALBOT,2019,F,Spot-up Shooter,-2.9762250712463865,1.29898247761803
REBEKKAH BRUNSON,2007,F,Interior Primary Option,-2.976641733225473,6.4681666794318735
PENNY TAYLOR,2007,F,Perimeter-Oriented Big/Wing,-2.9788285855623413,4.530798114220457
GORDANA GRUBIN,2002,G,Primary On-Ball Creator,-2.9802907510146683,-5.893858200715588
SOPHIE CUNNINGHAM,2022,G,Spot-up Shooter,-2.9803556162548897,-1.8386887087321155
ISABELLE FIJALKOWSKI,1997,PowerF,Interior Primary Option,-2.980806693892963,3.2479167459031615
TORA SUBER,1998,G,Spot-up Shooter,-2.9816799552169426,1.4860289281441386
JANETH ARCAIN,2001,G,Perimeter-Oriented Big/Wing,-2.9819569443649585,-5.996197259534494
SANDRINE GRUDA,2008,PowerF,Interior Primary Option,-2.9828289585542436,0.0011029100731940744
SHALEE LEHNING,2009,G,Secondary Creator/Distributor,-2.9867382399822873,5.723835667069881
KAYANA TRAYLOR,2023,G,Secondary Creator/Distributor,-2.9875720422207497,-63.50050898483238
LE'COE WILLINGHAM,2007,F,Roller/Cutter,-2.988763348449717,6.791375146811631
HELEN DARLING,2005,G,Secondary Creator/Distributor,-2.989010467769259,-2.607031244693632
BRIANN JANUARY,2010,G,Secondary Creator/Distributor,-2.9892862619315306,-2.969877278480517
JAYNE APPEL MARINELLI,2015,C,Roller/Cutter,-2.9935927477569906,-4.405899262914116
ELAINE POWELL,2005,G,Secondary Creator/Distributor,-2.998721103775981,2.2382980865986544
CRYSTAL KELLY,2010,F,Roller/Cutter,-3.00248649463751,2.7434904822172923
NICOLE POWELL,2007,F,Primary On-Ball Creator,-3.0028841167688993,12.10962984143705
TULLY BEVILAQUA,2008,G,Spot-up Shooter,-3.0045200873502265,3.8575184343278597
TAMIKA WHITMORE,2000,F,Interior Primary Option,-3.005583495236709,10.589655184421218
JIA PERKINS,2011,G,Primary On-Ball Creator,-3.0085199788075094,-4.923993521849436
CHELSEA GRAY,2021,G,Secondary Creator/Distributor,-3.0108235523686266,-0.45851934408269457
SAMANTHA PRAHALIS,2013,G,Secondary Creator/Distributor,-3.0154503033439064,-19.952710839900476
SHAVONTE ZELLOUS,2019,G,Secondary Creator/Distributor,-3.0170025737989383,6.060740338500746
BETHANY DONAPHIN,2004,PowerF,Roller/Cutter,-3.0178622467624945,2.406877888237137
TIFFANI JOHNSON,2001,C,Roller/Cutter,-3.019678267310549,-10.76932613639854
KATIE DOUGLAS,2001,SG,Primary On-Ball Creator,-3.0217079367020534,-0.5189004764926513
OLIVIA NELSON-ODODA,2023,C,Roller/Cutter,-3.0226423666208193,2.050138596323567
STEPHANIE WHITE,2004,SG,Spot-up Shooter,-3.026902176493547,-10.997789367849258
NIKKI TEASLEY,2006,G,Primary On-Ball Creator,-3.030264110183327,1.634191273369911
TAMERA YOUNG,2008,F,Secondary Creator/Distributor,-3.0330121000084436,-4.910053474042808
SHEY PEDDY,2022,G,Spot-up Shooter,-3.033498672929351,0.48239102828078995
CANDICE DUPREE,2010,F,Interior Primary Option,-3.033582645546419,-4.675827181688533
TAMMY SUTTON-BROWN,2005,C,Interior Primary Option,-3.038023504035496,-3.0460198631779254
JENNIFER AZZI,1999,G,Secondary Creator/Distributor,-3.038972625089178,2.381352083668521
MAYLANA MARTIN,2001,PowerF,Secondary Creator/Distributor,-3.0408923957699363,-0.021000377615244314
JAYNE APPEL MARINELLI,2016,C,Roller/Cutter,-3.0410395687006773,-4.568341797186184
TINA CHARLES,2019,C,Perimeter-Oriented Big/Wing,-3.0414898089611926,0.5054886262030482
MISTIE BASS,2014,F,Roller/Cutter,-3.0416968331060397,-4.268256471348069
PLENETTE PIERSON,2010,F,Interior Primary Option,-3.0421541176923244,-4.565077611870826
NICOLE OHLDE,2006,PowerF,Interior Primary Option,-3.0435195611294876,-0.8564121555920168
STACEY LOVELACE,2006,C,Secondary Creator/Distributor,-3.050776001477583,-2.906521284353092
SWIN CASH,2014,F,Secondary Creator/Distributor,-3.051015674902559,11.52846975589271
DEMYA WALKER,2000,F,Interior Primary Option,-3.051244389343277,-6.010943230316862
KATIE DOUGLAS,2010,SG,Primary On-Ball Creator,-3.0522193978346426,12.867141621223308
SWIN CASH,2009,F,Perimeter-Oriented Big/Wing,-3.054261067435871,3.4436112978557536
CANDACE PARKER,2010,PowerF,Perimeter-Oriented Big/Wing,-3.055652164923924,-12.223203446187313
BRIANN JANUARY,2014,G,Primary On-Ball Creator,-3.0567734835236484,3.032571297517989
DEVEREAUX PETERS,2015,F,Roller/Cutter,-3.0571272259072635,8.007425708511859
TORA SUBER,1997,G,Spot-up Shooter,-3.058487289339413,2.7645560071942867
REBECCA ALLEN,2023,SG,Spot-up Shooter,-3.059761100329503,8.450493544543
LA'KESHIA FRETT,1999,F,Roller/Cutter,-3.0614374655687158,10.41277030113523
TEAIRA MCCOWAN,2019,C,Interior Primary Option,-3.0761520295484233,0.4330787184907822
MONIQUE BILLINGS,2024,F,Roller/Cutter,-3.0773560684001384,-2.873141805992067
AZURÁ STEVENS,2023,PowerF,Perimeter-Oriented Big/Wing,-3.077826353138083,0.4204360249154442
LINDSAY WISDOM-HYLTON,2010,F,Roller/Cutter,-3.0798729464706236,-4.69019557674124
ODYSSEY SIMS,2014,G,Primary On-Ball Creator,-3.081662349248775,-6.5496949160382325
GORDANA GRUBIN,1999,G,Primary On-Ball Creator,-3.0866001187748373,2.080344637250296
ADRIENNE GOODSON,2004,F,Interior Primary Option,-3.088140475789725,-2.660229456741912
JEWELL LOYD,2018,G,Primary On-Ball Creator,-3.089172669995277,0.1776862040996888
TAMERA YOUNG,2014,F,Roller/Cutter,-3.090781096981807,0.15423963062056145
DEVEREAUX PETERS,2012,F,Roller/Cutter,-3.1000542149401658,-1.7314370433860216
JENNA O'HEA,2011,F,Spot-up Shooter,-3.101896848507812,-4.0802796387955516
MISTIE BASS,2012,F,Interior Primary Option,-3.1028919902500878,-7.316788911881112
LISA LESLIE,2003,C,Perimeter-Oriented Big/Wing,-3.111806179318226,5.180978542702723
ASJHA JONES,2010,F,Perimeter-Oriented Big/Wing,-3.1154068770907166,2.645125971921518
DOMINIQUE CANTY,2001,G,Interior Primary Option,-3.1158541605464647,-3.014946576636928
TEAIRA MCCOWAN,2024,C,Interior Primary Option,-3.1201728131961883,1.2023448234373595
NIKKI BLUE,2008,G,Secondary Creator/Distributor,-3.120507939573706,3.965617001777413
ALANA BEARD,2015,SG,Secondary Creator/Distributor,-3.121729229665494,-7.5511855692888465
BECKY HAMMON,2004,G,Primary On-Ball Creator,-3.1222757548564877,1.4801613133927565
ASHLEY ROBINSON,2012,C,Roller/Cutter,-3.1229987897567657,-3.0733854559136837
SLOBODANKA TUVIC,2004,C,Roller/Cutter,-3.1245047768058023,-2.4492490101941424
RACHAEL SPORN,1998,F,Roller/Cutter,-3.127841351580762,7.797805947298083
KRISTEN RASMUSSEN,2004,F,Secondary Creator/Distributor,-3.1297238328055976,-0.8991379480699725
NALYSSA SMITH,2024,F,Interior Primary Option,-3.1298692765292264,-4.817293704929412
JENNA O'HEA,2012,F,Spot-up Shooter,-3.1347880836271567,3.9997658039948956
NAKIA SANFORD,2005,PowerF,Roller/Cutter,-3.1350775200468517,-0.48800335343113055
ANGEL ROBINSON,2018,PowerF,Roller/Cutter,-3.1378881563553493,3.5260415706832586
TAMMY SUTTON-BROWN,2006,C,Interior Primary Option,-3.1391534527213936,4.637226332811948
ISABELLE HARRISON,2019,F,Interior Primary Option,-3.140610487768047,-0.2160149484868285
LYNN PRIDE,2000,SG,Secondary Creator/Distributor,-3.141454020803743,5.76215805876862
AMANDA ZAHUI B,2020,C,Spot-up Shooter,-3.1419965647835046,0.9031506788212302
ARIEL ATKINS,2023,G,Primary On-Ball Creator,-3.144898504807573,3.6883223598283177
NAKIA SANFORD,2010,PowerF,Interior Primary Option,-3.1452534197839026,6.1095417068999796
SAMI WHITCOMB,2024,G,Spot-up Shooter,-3.148410133832512,6.168450903238101
AARI MCDONALD,2022,G,Primary On-Ball Creator,-3.1494664292401633,1.983481539546816
CATHRINE KRAAYEVELD,2009,F,Spot-up Shooter,-3.1515083738285483,1.0445733382405247
ALYSHA CLARK,2018,F,Spot-up Shooter,-3.1557153996304312,-3.6975890749745357
NOELLE QUINN,2017,G,Spot-up Shooter,-3.156562539111961,-2.4020658159266306
KARLIE SAMUELSON,2021,G,Spot-up Shooter,-3.157157364214442,4.7853043887162094
TANISHA WRIGHT,2013,G,Primary On-Ball Creator,-3.1574718500822714,2.5813306750910248
ALANA BEARD,2007,SG,Primary On-Ball Creator,-3.164863510586783,-0.2603332941814208
ADRIAN WILLIAMS-STRONG,2000,PowerF,Roller/Cutter,-3.165674634348645,-6.552056773085962
ALYSSA THOMAS,2014,F,Interior Primary Option,-3.1680802806048574,4.929426094313107
TAJ MCWILLIAMS-FRANKLIN,2006,PowerF,Interior Primary Option,-3.169514709935269,4.270096229939281
MAITE CAZORLA,2019,G,Spot-up Shooter,-3.171421772464341,8.755531661017978
TEAIRA MCCOWAN,2022,C,Interior Primary Option,-3.1714467650358635,-2.573660882936201
EMMA MEESSEMAN,2020,F,Perimeter-Oriented Big/Wing,-3.1717064974839855,1.291739880882231
KELSEY PLUM,2024,G,Primary On-Ball Creator,-3.172762402363685,7.0569492449376625
SHERI SAM,2000,SG,Primary On-Ball Creator,-3.1783674037704746,4.156599311734636
KEISHA HAMPTON,2016,F,Spot-up Shooter,-3.1792934204107297,-9.939715867114572
CHUCKY JEFFERY,2014,G,Roller/Cutter,-3.1795916303253904,-6.943083272165692
BERNICE MOSBY,2009,F,Roller/Cutter,-3.182175021422262,-5.9183944512964075
JISU PARK,2018,C,Roller/Cutter,-3.1824806505566117,-1.6612323485361076
KIA NURSE,2021,G,Spot-up Shooter,-3.1829596555623314,-3.761401126169446
OLIVIA NELSON-ODODA,2022,C,Roller/Cutter,-3.183257973363387,-7.5451638226647555
CHANTELLE ANDERSON,2007,C,Roller/Cutter,-3.1866824639505564,-16.85143739088882
ERIN THORN,2004,G,Spot-up Shooter,-3.1886414943699135,-2.4322068193956214
CRYSTAL LANGHORNE,2019,PowerF,Secondary Creator/Distributor,-3.1889655012495988,-6.11361638495357
LEXIE HULL,2024,G,Spot-up Shooter,-3.1892805801161606,-4.9079064274939235
KATIE SMITH,2010,G,Spot-up Shooter,-3.191239469105939,1.7560452981712324
LEILANI MITCHELL,2017,G,Spot-up Shooter,-3.1928487221602184,-3.3691876393129188
JACKIE YOUNG,2022,G,Perimeter-Oriented Big/Wing,-3.195960023858308,1.5200628053040512
NATASHA CLOUD,2022,G,Primary On-Ball Creator,-3.1959697638619953,-0.5349403071645984
VANESSA HAYDEN,2009,C,Roller/Cutter,-3.1963435134695732,4.988771640495882
BRIANN JANUARY,2011,G,Secondary Creator/Distributor,-3.2012674530419214,-3.2937014140672627
TEMI FÁGBÉNLÉ,2024,C,Roller/Cutter,-3.2018021141977857,5.9934405987623665
LAURA HARPER,2009,PowerF,Interior Primary Option,-3.202358343179385,-0.3155064147944646
TINA CHARLES,2016,C,Perimeter-Oriented Big/Wing,-3.2057620720744278,2.291148232911026
CHELSEA NEWTON,2009,G,Secondary Creator/Distributor,-3.206300429074181,1.1313701529819804
SVETLANA ABROSIMOVA,2004,F,Spot-up Shooter,-3.2066269660025126,2.465427637797055
MAYA MOORE,2017,F,Primary On-Ball Creator,-3.207312425757961,1.6199598353587108
JESSICA BRELAND,2014,F,Interior Primary Option,-3.210918763677401,1.4403922552667279
CAROLYN SWORDS,2015,C,Roller/Cutter,-3.2119834666024984,-6.758393132602244
KIAH STOKES,2017,C,Roller/Cutter,-3.2133617955324394,0.08976528737670408
SAMI WHITCOMB,2022,G,Spot-up Shooter,-3.2175610848889726,6.555360097135086
ERIN PERPEROGLOU,2007,F,Interior Primary Option,-3.2223301972559257,-4.029046683313506
NAOMI MULITAUAOPELE,2000,C,Roller/Cutter,-3.2231812600345244,-0.4790119723399522
TAJ MCWILLIAMS-FRANKLIN,2001,PowerF,Interior Primary Option,-3.2312699886005714,-0.8948058568721516
CHARLOTTE SMITH,2000,F,Spot-up Shooter,-3.233864635806668,3.517083732950691
SKYLAR DIGGINS,2021,G,Primary On-Ball Creator,-3.2339701682840025,0.4138204100711793
DEANNA NOLAN,2005,SG,Primary On-Ball Creator,-3.2346437740819978,3.6960719051119577
DORKA JUHÁSZ,2023,F,Roller/Cutter,-3.2364904012470372,-7.647080875248686
DEVEREAUX PETERS,2018,F,Roller/Cutter,-3.2396928042474147,15.22960451127052
JEWELL LOYD,2020,G,Primary On-Ball Creator,-3.240095022454799,0.6115979384432468
GLORY JOHNSON,2013,F,Interior Primary Option,-3.2439224389082533,-3.3584847446149744
LINDSEY HARDING,2011,G,Secondary Creator/Distributor,-3.2452944302714593,1.9457345112167106
ALLISON HIGHTOWER,2012,G,Secondary Creator/Distributor,-3.251028007585214,3.969949329744241
ANDREA STINSON,2002,G,Primary On-Ball Creator,-3.253638679234405,2.4991705468303613
KAYLA PEDERSEN,2017,F,Roller/Cutter,-3.253999636535417,-2.243019741421781
ASJHA JONES,2011,F,Perimeter-Oriented Big/Wing,-3.25492090502721,7.232767647249817
ZIOMARA MORRISON,2012,C,Roller/Cutter,-3.256146697438176,-11.175660314258879
NATALIE WILLIAMS,1999,C,Interior Primary Option,-3.2587630254057625,-7.316276212712895
SVETLANA ABROSIMOVA,2007,F,Spot-up Shooter,-3.2595450151766694,-1.1663059036905001
SEIMONE AUGUSTUS,2018,SG,Secondary Creator/Distributor,-3.264679798946858,10.209168924901174
ADIA BARNES,1999,F,Secondary Creator/Distributor,-3.267747549132108,-2.4914640715661505
TEAIRA MCCOWAN,2020,C,Interior Primary Option,-3.268022752590403,7.6051863650027896
LINDSEY HARDING,2012,G,Primary On-Ball Creator,-3.2701333034021185,-0.4280301887135054
LISA LESLIE,1998,C,Perimeter-Oriented Big/Wing,-3.2723561872437577,-0.32478615743650685
JESSICA MOORE,2012,PowerF,Roller/Cutter,-3.2742476853013227,-23.683611402975355
LAYSHIA CLARENDON,2016,G,Secondary Creator/Distributor,-3.277641144898639,2.4452040371163277
AYANA WALKER,2005,F,Roller/Cutter,-3.277658807136818,-6.279007884851344
PAM MCGEE,1998,PowerF,Interior Primary Option,-3.27909494246919,-1.5782895932538215
RUTHIE BOLTON,2001,G,Spot-up Shooter,-3.2792331806242743,-3.446891791972704
LA'KESHIA FRETT,2001,F,Roller/Cutter,-3.281628908311511,0.2731163677985351
TIANNA HAWKINS,2017,F,Roller/Cutter,-3.2819155332184224,-1.9662907944155403
KELSEY GRIFFIN,2012,F,Roller/Cutter,-3.2871789563673985,-4.810997913113642
CAMILLE SMITH,2017,F,Secondary Creator/Distributor,-3.289369172715704,1.4706454997450056
ERIN PHILLIPS,2009,G,Spot-up Shooter,-3.2896347171373463,1.5788893986310684
PENNY TAYLOR,2003,F,Primary On-Ball Creator,-3.2915437723698315,9.797176074335528
JEANETTE POHLEN-MAVUNGA,2013,G,Spot-up Shooter,-3.292070381657675,-14.256125228194854
ADRIENNE GOODSON,2002,F,Perimeter-Oriented Big/Wing,-3.2923865122524667,-0.9064803966006105
ASIA TAYLOR,2019,F,Roller/Cutter,-3.293664445623194,15.892169221260243
KASHA TERRY,2006,PowerF,Interior Primary Option,-3.294860966721717,-26.847044840033334
SHONI SCHIMMEL,2018,G,Spot-up Shooter,-3.295394086025773,12.220723540599037
JIA PERKINS,2014,G,Primary On-Ball Creator,-3.2954751022535684,4.435959685965779
CAPPIE PONDEXTER,2012,G,Primary On-Ball Creator,-3.2959747362428597,-4.395733463670144
ASTOU NDOUR-FALL,2021,PowerF,Roller/Cutter,-3.2965864533572584,-2.406392585492666
UKARI FIGGS,2002,G,Spot-up Shooter,-3.2975382203197836,4.694095322681356
DEWANNA BONNER,2016,SG,Primary On-Ball Creator,-3.2992637932781066,-1.9155904230592298
MYISHA HINES-ALLEN,2023,F,Secondary Creator/Distributor,-3.3012728075901423,2.182677012937333
RUTH HAMBLIN,2016,C,Roller/Cutter,-3.303146092300609,-0.23089821764109164
DAWN STALEY,1999,G,Primary On-Ball Creator,-3.304448233626604,-4.621055996878982
DEMYA WALKER,2007,F,Interior Primary Option,-3.3069579107446483,1.7955964479779407
LAUREN JACKSON,2008,PowerF,Perimeter-Oriented Big/Wing,-3.307571453865813,5.325587818290076
KIA NURSE,2023,G,Spot-up Shooter,-3.3149418257004584,-3.8368110067955308
BRIONNA JONES,2023,F,Interior Primary Option,-3.3156845303360756,4.519070125338042
NNEKA OGWUMIKE,2014,F,Perimeter-Oriented Big/Wing,-3.316527363560304,-1.5364628977895949
BRIANNA TURNER,2023,PowerF,Roller/Cutter,-3.3169044717394165,-3.039896387280748
TAMERA YOUNG,2017,F,Secondary Creator/Distributor,-3.3176280321879044,-0.5053599741603327
VICTORIA VIVIANS,2024,SG,Spot-up Shooter,-3.3211568744596844,4.205820785914105
SYLVIA FOWLES,2016,C,Interior Primary Option,-3.3226844107031916,-0.904675337157318
KALANA GREENE,2011,G,Secondary Creator/Distributor,-3.323305234172585,-2.1722474421702334
EDWINA BROWN,2002,SG,Secondary Creator/Distributor,-3.3237069195114954,-4.124565137725692
SWIN CASH,2002,F,Perimeter-Oriented Big/Wing,-3.3244501387969674,-0.8392815117010894
JEWELL LOYD,2024,G,Primary On-Ball Creator,-3.325000087882964,4.472483082963492
SCHOLANDA DORRELL,2007,G,Secondary Creator/Distributor,-3.3266917989222757,-2.700589059995993
TAYLER HILL,2017,G,Primary On-Ball Creator,-3.3282624709373585,-2.074330845716376
KARIMA CHRISTMAS-KELLY,2017,SG,Secondary Creator/Distributor,-3.331973262238792,-2.0652261185131713
MAYA MOORE,2011,F,Primary On-Ball Creator,-3.3320968438335696,4.061656048119197
KELSEY MITCHELL,2023,G,Primary On-Ball Creator,-3.33301289443057,-1.2078221317292421
JEANETTE POHLEN-MAVUNGA,2016,G,Spot-up Shooter,-3.333195665620085,14.622844950717255
DEBBIE BLACK,2000,G,Secondary Creator/Distributor,-3.333593454544866,-0.630272380862352
SHAMEKA CHRISTON,2014,G,Spot-up Shooter,-3.336191713292302,4.443102095091223
COCO MILLER,2003,G,Primary On-Ball Creator,-3.341597388458316,1.172193305800887
REBEKAH GARDNER,2022,G,Secondary Creator/Distributor,-3.341725002847369,-4.01383455552541
TINA CHARLES,2021,C,Perimeter-Oriented Big/Wing,-3.3425941469550953,1.0462981765890407
BELINDA SNELL,2011,G,Spot-up Shooter,-3.3442496023061774,3.7677632256244253
ANEIKA MORELLO,2014,PowerF,Roller/Cutter,-3.3469059850119782,-5.284684929346609
ESSENCE CARSON,2011,G,Primary On-Ball Creator,-3.347088928684115,-2.3868619662081763
KAHLEAH COPPER,2023,SG,Primary On-Ball Creator,-3.348873722615965,-2.5818216597695103
CAMERON BRINK,2024,F,Secondary Creator/Distributor,-3.3513433601862417,-2.186551913174701
CHARISSE SAMPSON,2000,G,Spot-up Shooter,-3.351975356479578,0.6530325144263569
TAMECKA DIXON,2009,G,Secondary Creator/Distributor,-3.355576851445761,-4.435838220340523
JIA PERKINS,2012,G,Primary On-Ball Creator,-3.357219432158775,3.597154906565769
KATIE MATTERA,2006,C,Interior Primary Option,-3.360172987433712,-2.8759381670176007
AZURÁ STEVENS,2024,PowerF,Secondary Creator/Distributor,-3.3615316170305585,-7.673750309807002
LATASHA BYEARS,1997,SG,Interior Primary Option,-3.3624374287705026,-7.25663896088117
DESTANNI HENDERSON,2022,G,Secondary Creator/Distributor,-3.3647580930271905,4.137297661139469
JANEL MCCARVILLE,2008,PowerF,Interior Primary Option,-3.3648409344754686,1.7534750404471966
RESHANDA GRAY,2019,F,Interior Primary Option,-3.36490931304838,-2.5731855736456355
LATOYA SANDERS,2011,PowerF,Roller/Cutter,-3.36761179106444,6.303376819089266
NAVONDA MOORE,2008,G,Secondary Creator/Distributor,-3.3702498898431092,-9.078369622121702
CANDICE WIGGINS,2013,G,Spot-up Shooter,-3.3703049073606057,-4.303726970406767
FELICIA RAGLAND,2004,G,Spot-up Shooter,-3.383762738028735,-2.8210074067456223
GIULIANA MENDIOLA,2004,G,Spot-up Shooter,-3.3887671017029017,-36.19399077351525
EVA NEMCOVA,2000,F,Spot-up Shooter,-3.3914186275445592,8.655296526905438
MISTIE BASS,2013,F,Interior Primary Option,-3.39561330623969,-2.6300742000378596
JESSICA ADAIR,2011,C,Interior Primary Option,-3.3968149222347424,0.02807012220979921
CAYLA GEORGE,2017,PowerF,Spot-up Shooter,-3.4031621784701267,2.0672468816602887
A'JA WILSON,2019,C,Perimeter-Oriented Big/Wing,-3.403406696010729,-0.48714647932865246
CANDICE DUPREE,2014,F,Perimeter-Oriented Big/Wing,-3.404905667359599,6.392506705549762
CARLA MCGHEE,2000,F,Roller/Cutter,-3.4065134200501848,-0.1523895443828316
KAHLEAH COPPER,2016,SG,Secondary Creator/Distributor,-3.40704593577009,-1.358310909621629
ALLISHA GRAY,2021,G,Secondary Creator/Distributor,-3.4100903832424683,-2.8492960778537006
CHASITY MELVIN,2009,PowerF,Roller/Cutter,-3.4130413048869483,-1.2681352257383844
BARBARA TURNER,2008,SG,Spot-up Shooter,-3.413413619535868,-7.400487966648253
TYASHA HARRIS,2022,G,Secondary Creator/Distributor,-3.4177572599350245,-1.603357940566677
ADRIANA MOISES PINTO,2001,G,Primary On-Ball Creator,-3.417876728223895,5.885173857219826
TAYLER HILL,2016,G,Primary On-Ball Creator,-3.4218853227345187,-0.9633584034533705
CARA CONSUEGRA,2001,G,Secondary Creator/Distributor,-3.422037623999622,-11.961814528677023
COURTNEY COLEMAN,2003,F,Roller/Cutter,-3.4258699822522534,10.34735403697156
CHARDE HOUSTON,2009,F,Perimeter-Oriented Big/Wing,-3.4303388605443983,-5.407857435206972
BRIANNA TURNER,2022,PowerF,Roller/Cutter,-3.432163434471987,-0.19447926859501607
SKYLAR DIGGINS,2022,G,Perimeter-Oriented Big/Wing,-3.433257544290565,-3.5819211404496647
VENUS LACY,1999,C,Roller/Cutter,-3.434305595746798,-5.3902187417016005
KAMILA VODICHKOVA,2004,PowerF,Interior Primary Option,-3.4359165200539463,0.013743032823502394
