player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year
Ezinne Kalu,ATL,,1,13,0,4,12,0.333,0,4,0,4,8,0.5,4,4,1,0,4,0,4,0,0,16,12,2024
Betnijah Laney,NYL,G-F,28,848,25,7.3,15.9,0.456,2.5,6.2,0.402,4.8,9.7,0.491,2.9,3.2,0.906,1.8,7.1,5.6,1.9,0.1,4,3.6,19.9,2024
Lou Lopez Sénéchal,DAL,G,27,125,0,4,13.6,0.294,1.2,6,0.2,2.8,7.6,0.368,0.8,1.6,0.5,1.2,4.4,4,1.2,0,2.4,5.2,10,2024
Jewell Loyd,SEA,G,37,1246,37,9.1,25.1,0.36,2.4,8.7,0.274,6.7,16.5,0.405,9,10.2,0.881,1.1,6.7,5.5,2.1,0.3,3.4,2.7,29.5,2024
Natasha Mack,PHO,F,40,619,11,5.9,10.3,0.573,0,0.2,0,5.9,10,0.587,0.9,1.6,0.579,5,16.5,3.6,2.2,3.9,2.3,4.6,12.7,2024
Ezi Magbegor,SEA,F-C,37,1136,37,7.6,14.9,0.512,0.6,2.4,0.245,7.1,12.5,0.562,3.4,3.9,0.874,3.7,13.1,3.3,1.8,3.6,2.4,5.2,19.2,2024
Kate Martin,LVA,G,34,392,2,3.5,11.3,0.307,2.8,7.9,0.355,0.6,3.3,0.192,1.4,1.5,0.917,0.8,6.9,3.8,0.9,1,2.7,3.7,11.1,2024
Kayla McBride,MIN,G,39,1237,39,7.2,17.2,0.42,4.4,10.7,0.407,2.9,6.5,0.442,5.5,6.2,0.893,0.6,4.2,5.2,2,0.1,3.3,2,24.4,2024
Teaira McCowan,DAL,C,39,987,38,9.3,16.4,0.57,0.1,0.2,0.25,9.3,16.2,0.574,4.5,6.3,0.718,5.7,15.9,3.1,1.8,1.7,3.9,5.9,23.2,2024
Aari McDonald,LAS,G,26,568,10,6.8,17,0.403,2.6,8.1,0.319,4.3,8.9,0.48,3.8,4.5,0.843,1.1,4.6,8.5,2,0.5,4.3,4.6,20.1,2024
Jade Melbourne,WAS,G,37,523,0,7,16.1,0.434,1.9,5.4,0.357,5,10.6,0.473,3.4,4.7,0.714,1.3,5.3,5.6,2.3,0.5,6,5.2,19.3,2024
Diamond Miller,MIN,F,21,213,4,5.1,16.7,0.304,1.2,6.3,0.192,3.9,10.4,0.372,3.4,5.8,0.583,2.2,8.9,3.1,1.7,0.2,4.6,5.6,14.8,2024
Kelsey Mitchell,IND,G,40,1280,38,11,23.6,0.468,4.3,10.6,0.402,6.8,13,0.523,3.7,4.4,0.832,1.1,3.9,2.8,1.1,0.3,2.5,2.5,30,2024
Tiffany Mitchell,CON,G,24,391,0,5.1,14.7,0.349,0.8,3.2,0.25,4.3,11.5,0.376,4.9,6.2,0.783,1.5,5,2.6,1.5,0.1,2,3.9,15.9,2024
Nika Mühl,SEA,G,16,57,0,0.9,12.4,0.071,0,9.7,0,0.9,2.7,0.333,0,0,,5.3,8.8,6.2,1.8,0,3.5,8,1.8,2024
Astou Ndour-Fall,CON,C-F,22,92,0,5.2,14.9,0.346,1.1,5.7,0.2,4,9.2,0.438,2.9,3.4,0.833,1.1,10.3,0.6,0.6,2.3,1.7,5.7,14.3,2024
Olivia Nelson-Ododa,CON,C,37,436,0,5.9,12,0.495,0,0,,5.9,12,0.495,3.3,5,0.659,3.6,11.3,1,1.7,2.5,3.5,7.6,15.1,2024
Kia Nurse,LAS,G,40,810,27,6.4,16.4,0.388,3.3,10,0.331,3.1,6.4,0.476,2.9,3.6,0.793,1.1,4,3.3,1.2,0.1,3.1,4.5,18.9,2024
Arike Ogunbowale,DAL,G,38,1466,38,9.5,24.9,0.383,3.8,11,0.346,5.7,13.8,0.412,6,6.5,0.921,1,5.9,6.6,2.8,0.4,3.5,3.6,28.8,2024
Nneka Ogwumike,SEA,F,37,1178,37,10.8,21.1,0.511,1.3,3.2,0.405,9.5,17.9,0.53,3.6,4.1,0.876,3,12,3.7,3,0.9,2.1,3.6,26.5,2024
Michaela Onyenwere,CHI,F,34,636,18,7.1,17.1,0.415,2,5.5,0.368,5.1,11.6,0.438,2,3.3,0.61,1.5,5,2.7,1.5,1,3.5,5.5,18.2,2024
Charisma Osborne,PHO,G,2,10,0,5.1,10.2,0.5,0,0,,5.1,10.2,0.5,0,0,,0,5.1,5.1,0,0,10.2,5.1,10.2,2024
Cheyenne Parker,ATL,F,25,492,11,8.8,19.7,0.444,0.3,1.5,0.214,8.4,18.2,0.462,6.5,7.4,0.886,3.3,12.8,3.9,2.2,0.9,5.5,6.3,24.4,2024
Alissa Pili,MIN,F,22,138,0,7.1,16.8,0.422,3.4,10.1,0.333,3.7,6.7,0.556,2.2,4.1,0.545,2.2,10.1,1.9,1.9,0.7,7.1,10.8,19.8,2024
Kelsey Plum,LVA,G,38,1291,38,9,21.3,0.423,4.3,11.6,0.368,4.7,9.7,0.488,4,4.6,0.866,0.4,3.8,6.2,1,0,3.6,4,26.3,2024
Aerial Powers,ATL,G,17,304,2,8.4,23.6,0.355,2.4,6.1,0.389,6,17.4,0.343,5.8,7.3,0.791,2.6,9.6,4.1,2.7,0.7,3.1,6,24.9,2024
Angel Reese,CHI,F,34,1104,34,7.6,19.4,0.391,0.1,0.7,0.188,7.5,18.7,0.4,6.1,8.3,0.736,8,20.7,2.9,2,0.7,3.5,5.5,21.4,2024
DiDi Richards,WAS,G-F,19,198,7,5.1,12.5,0.408,0,1,0,5.1,11.5,0.444,1.5,3.6,0.429,2.6,7.4,3.3,0.5,1,1.8,3.8,11.8,2024
Mercedes Russell,SEA,C,37,581,6,5.4,10.4,0.517,0,0,,5.4,10.4,0.517,1.8,2.9,0.636,2.3,9.5,2.5,1.9,0.8,2.3,3.7,12.6,2024
Nyara Sabally,NYL,C,26,352,0,7.3,12.7,0.575,0,0.3,0,7.3,12.4,0.588,4.1,5.8,0.7,4.9,15.3,2.2,3.3,2.8,1.9,6,18.6,2024
Satou Sabally,DAL,F,15,512,15,8.7,20.4,0.426,3.7,8.2,0.452,5,12.2,0.408,5.2,6.6,0.779,1.8,9.4,7.3,1.9,0.8,3.6,4.7,26.3,2024
Karlie Samuelson,WAS,G,29,711,19,5.6,13.7,0.409,3.5,8.8,0.398,2.1,5,0.429,2.6,2.8,0.923,1.1,5.3,4.4,1.9,0.1,1.8,3.4,17.3,2024
Katie Lou Samuelson,IND,F,37,672,15,3.8,10.9,0.349,2.5,7.5,0.33,1.3,3.4,0.391,1.8,1.9,0.96,1.3,6.3,3.8,0.9,0.7,1.3,4,11.9,2024
Victaria Saxton,IND,F,9,23,0,6.5,19.6,0.333,2.2,8.7,0.25,4.4,10.9,0.4,2.2,4.4,0.5,0,6.5,0,0,0,2.2,8.7,17.4,2024
Jacy Sheldon,DAL,G,40,931,26,4.3,11.3,0.386,1.6,5.2,0.309,2.7,6.1,0.451,1.3,1.4,0.926,1.4,4.4,5.3,1.2,0.6,3.4,5.4,11.6,2024
Jaylyn Sherrod,NYL,G,10,37,0,9.7,19.4,0.5,2.8,8.3,0.333,6.9,11.1,0.625,4.2,8.3,0.5,2.8,4.2,6.9,4.2,1.4,2.8,5.5,26.3,2024
