,Player,Team,Archetype,year
1887,LISA WILLIS,NYL,Spot-up Shooter,2008
1886,LEILANI MITCHELL,NYL,Secondary Creator/Distributor,2008
1885,LE'COE WILLINGHAM,PHO,Perimeter-Oriented Big,2008
1884,LAURA HARPER,SAC,Roller/Cutter,2008
1883,KERRI GARDIN,CON,Spot-up Shooter,2008
1882,KELLY MILLER,MIN,Secondary Creator/Distributor,2008
1881,KELLY MAZZANTE,PHO,Spot-up Shooter,2008
1880,KATIE SMITH,DET,Primary On-Ball Creator,2008
1879,KATIE GEARLDS,SEA,Spot-up Shooter,2008
1949,CANDICE WIGGINS,MIN,Primary On-Ball Creator,2008
2012,ALLIE QUIGLEY,PHO,Spot-up Shooter,2008
1951,LAURIE KOEHN,WAS,Spot-up Shooter,2008
1999,CHRISTI THOMAS,MIN,Perimeter-Oriented Big,2008
2022,KENDRA WECKER,WAS,Spot-up Shooter,2008
2021,BROOKE SMITH,PHO,Roller/Cutter,2008
2020,ASHLEY SHIELDS,DET,Primary On-Ball Creator,2008
2019,LATASHA BYEARS,HOU,Roller/Cutter,2008
2018,KRISTEN O'NEILL,SEA,Secondary Creator/Distributor,2008
2017,AMBER JACOBS,LAS,Secondary Creator/Distributor,2008
2016,ERIKA DE SOUZA,ATL,Roller/Cutter,2008
2015,CHIOMA NNAMAKA,ATL,Perimeter-Oriented Big,2008
2014,SHERILL BAKER,IND,Secondary Creator/Distributor,2008
2013,JESSICA DAVENPORT,NYL,Roller/Cutter,2008
2011,RONEEKA HODGES,MIN,Spot-up Shooter,2008
2010,KRYSTAL VAUGHN,WAS,Roller/Cutter,2008
2009,NAVONDA MOORE,MIN,Perimeter-Oriented Big,2008
2008,ELAINE POWELL,DET,Secondary Creator/Distributor,2008
2007,SYLVIA FOWLES,CHI,Interior Primary Option,2008
2006,SHAY MURPHY,WAS,Perimeter-Oriented Big,2008
2005,SEQUOIA HOLMES,PHO,Perimeter-Oriented Big,2008
2004,KIMBERLY BECK,SEA,Spot-up Shooter,2008
2003,JENNIFER DEREVJANIK,PHO,Secondary Creator/Distributor,2008
2002,KRISTEN MANN,WAS,Perimeter-Oriented Big,2008
2001,MWADI MABIKA,HOU,Spot-up Shooter,2008
2023,BROOKE QUEENAN,CHI,Secondary Creator/Distributor,2008
2024,DONEEKA LEWIS,IND,Perimeter-Oriented Big,2008
2025,ERIN PHILLIPS,CON,Perimeter-Oriented Big,2008
2037,DANIELLE PAGE,CON,Roller/Cutter,2008
2046,WANISHA SMITH,DET,Secondary Creator/Distributor,2008
2045,NANCY LIEBERMAN,DET,Secondary Creator/Distributor,2008
2044,BRITTANY WILKINS,SAN,Secondary Creator/Distributor,2008
2043,VAL BEREZHYNSKA,SAN,Spot-up Shooter,2008
2042,MARGO DYDEK,LAS,Roller/Cutter,2008
2041,MARCEDES WALKER,HOU,Roller/Cutter,2008
1952,REBEKKAH BRUNSON,SAC,Interior Primary Option,2008
2039,KAMELA GISSENDANNER,LAS,Roller/Cutter,2008
2038,FLORINA PASCALAU,SEA,Roller/Cutter,2008
2036,CHRISSY GIVENS,DET,Secondary Creator/Distributor,2008
2026,DEMYA WALKER,SAC,Roller/Cutter,2008
2035,ADRIANNE ROSS,SAN,Roller/Cutter,2008
2034,WILLNETT CROCKETT,PHO,Roller/Cutter,2008
2033,LA'TANGELA ATKINSON,SAC,Roller/Cutter,2008
2032,SVETLANA ABROSIMOVA,CON,Spot-up Shooter,2008
2031,SHARNEE ZOLL-NORMAN,MIN,Secondary Creator/Distributor,2008
2030,OLYMPIA SCOTT,PHO,Roller/Cutter,2008
2029,MEGAN DUFFY,NYL,Secondary Creator/Distributor,2008
2028,CHAREL ALLEN,SAC,Spot-up Shooter,2008
2027,KELLY SCHUMACHER,DET,Roller/Cutter,2008
2000,LATOYA THOMAS,MIN,Perimeter-Oriented Big,2008
2040,LEAH RUSH,CHI,Secondary Creator/Distributor,2008
1998,SANDORA IRVIN,SAN,Perimeter-Oriented Big,2008
1975,HAMCHETOU MAIGA-BA,SAC,Perimeter-Oriented Big,2008
1973,CATHY JOENS,CHI,Spot-up Shooter,2008
1972,SANCHO LYTTLE,ATL,Roller/Cutter,2008
1971,MURRIEL PAGE,LAS,Perimeter-Oriented Big,2008
1970,ERLANA LARKINS,NYL,Roller/Cutter,2008
1969,QUIANNA CHANEY,CHI,Secondary Creator/Distributor,2008
1968,PLENETTE PIERSON,DET,Interior Primary Option,2008
1967,JESSICA MOORE,LAS,Roller/Cutter,2008
1966,DOMINIQUE CANTY,CHI,Secondary Creator/Distributor,2008
1965,SHERYL SWOOPES,SEA,Secondary Creator/Distributor,2008
1964,SCHOLANDA DORRELL,SAC,Primary On-Ball Creator,2008
1963,RAFFAELLA MASCIADRI,LAS,Spot-up Shooter,2008
1962,LOREE MOORE,NYL,Secondary Creator/Distributor,2008
1961,LATOYA SANDERS,MIN,Roller/Cutter,2008
1960,IZIANE CASTRO MARQUES,ATL,Primary On-Ball Creator,2008
1959,CRYSTAL SMITH,WAS,Secondary Creator/Distributor,2008
1958,YOLANDA GRIFFITH,IND,Roller/Cutter,2008
1957,VANESSA HAYDEN,LAS,Interior Primary Option,2008
1955,TINA THOMPSON,LAS,Primary On-Ball Creator,2008
1954,TASHA HUMPHREY,WAS,Primary On-Ball Creator,2008
1953,RUTH RILEY,SAN,Perimeter-Oriented Big,2008
1997,LAUREN JACKSON,SEA,Primary On-Ball Creator,2008
1974,CHELSEA NEWTON,SAC,Perimeter-Oriented Big,2008
1956,TULLY BEVILAQUA,IND,Spot-up Shooter,2008
1976,NIKKI BLUE,WAS,Secondary Creator/Distributor,2008
1986,LINDSEY HARDING,WAS,Secondary Creator/Distributor,2008
1977,SHANNON BOBBITT,LAS,Secondary Creator/Distributor,2008
1995,ANN STROTHER,ATL,Spot-up Shooter,2008
1994,STACEY LOVELACE,DET,Perimeter-Oriented Big,2008
1996,KIM SMITH,PHO,Perimeter-Oriented Big,2008
1992,KELLY SANTOS,SEA,Roller/Cutter,2008
1991,KASHA TERRY,SEA,Roller/Cutter,2008
1990,ANDREA GARDNER,WAS,Roller/Cutter,2008
1989,YUKO OGA,PHO,Secondary Creator/Distributor,2008
1988,TEMEKA JOHNSON,PHO,Secondary Creator/Distributor,2008
1987,TAMECKA DIXON,HOU,Perimeter-Oriented Big,2008
1993,KHADIJAH WHITTINGTON,IND,Roller/Cutter,2008
1984,CHERYL FORD,DET,Interior Primary Option,2008
1983,BERNICE MOSBY,WAS,Roller/Cutter,2008
1982,TIFFANY JACKSON,NYL,Interior Primary Option,2008
1981,TANGELA SMITH,PHO,Perimeter-Oriented Big,2008
1980,TAMIKA CATCHINGS,IND,Primary On-Ball Creator,2008
1979,KETIA SWANIER,CON,Secondary Creator/Distributor,2008
1978,TYE'SHA FLUKER,CHI,Perimeter-Oriented Big,2008
1985,JOLENE ANDERSON,CON,Spot-up Shooter,2008
1728,TIFFANY JACKSON,NYL,Roller/Cutter,2007
1741,KRISTEN RASMUSSEN,CON,Perimeter-Oriented Big,2007
1739,JIA PERKINS,CHI,Primary On-Ball Creator,2007
1740,KATIE GEARLDS,SEA,Spot-up Shooter,2007
1744,NIKKI TEASLEY,WAS,Secondary Creator/Distributor,2007
1742,MONIQUE CURRIE,WAS,Perimeter-Oriented Big,2007
1743,MWADI MABIKA,LAS,Primary On-Ball Creator,2007
1727,TANISHA WRIGHT,SEA,Secondary Creator/Distributor,2007
1745,REBEKKAH BRUNSON,SAC,Interior Primary Option,2007
1738,JESSICA DAVENPORT,NYL,Roller/Cutter,2007
1735,CANDICE DUPREE,CHI,Interior Primary Option,2007
1737,JAMIE CAREY,CON,Spot-up Shooter,2007
1736,HELEN DARLING,SAN,Secondary Creator/Distributor,2007
1734,BROOKE WYCKOFF,CHI,Spot-up Shooter,2007
1733,ASHLEY ROBINSON,SEA,Roller/Cutter,2007
1732,ALANA BEARD,WAS,Primary On-Ball Creator,2007
1731,WENDY PALMER,SEA,Perimeter-Oriented Big,2007
1730,TULLY BEVILAQUA,IND,Spot-up Shooter,2007
1729,TINA THOMPSON,HOU,Primary On-Ball Creator,2007
1746,SHAMEKA CHRISTON,NYL,Primary On-Ball Creator,2007
1756,SHAY MURPHY,MIN,Spot-up Shooter,2007
1747,SHANNON JOHNSON,DET,Secondary Creator/Distributor,2007
1759,CAPPIE PONDEXTER,PHO,Primary On-Ball Creator,2007
1765,SWIN CASH,DET,Interior Primary Option,2007
1766,TAMARA JAMES,WAS,Perimeter-Oriented Big,2007
1725,TAN WHITE,IND,Primary On-Ball Creator,2007
1764,STACEY DALES,CHI,Spot-up Shooter,2007
1763,SANCHO LYTTLE,HOU,Roller/Cutter,2007
1762,LAUREN JACKSON,SEA,Primary On-Ball Creator,2007
1761,KARA BRAXTON,DET,Roller/Cutter,2007
1760,IVORY LATTA,DET,Spot-up Shooter,2007
1758,YOLANDA GRIFFITH,SAC,Roller/Cutter,2007
1748,SHERI SAM,IND,Perimeter-Oriented Big,2007
1757,TICHA PENICHEIRO,SAC,Secondary Creator/Distributor,2007
1755,MARGO DYDEK,CON,Perimeter-Oriented Big,2007
1754,JANEL MCCARVILLE,NYL,Interior Primary Option,2007
1753,ERIKA DE SOUZA,CON,Roller/Cutter,2007
1752,ELAINE POWELL,DET,Roller/Cutter,2007
1751,DIANA TAURASI,PHO,Primary On-Ball Creator,2007
1750,CHASITY MELVIN,CHI,Interior Primary Option,2007
1749,SOPHIA YOUNG-MALCOLM,SAN,Interior Primary Option,2007
1726,TANGELA SMITH,PHO,Interior Primary Option,2007
1702,KELLY MILLER,PHO,Secondary Creator/Distributor,2007
1724,TAMMY SUTTON-BROWN,IND,Interior Primary Option,2007
1691,DELISHA MILTON-JONES,WAS,Primary On-Ball Creator,2007
1699,KATIE MATTERA,DET,Roller/Cutter,2007
1698,KATIE DOUGLAS,CON,Primary On-Ball Creator,2007
1697,KARA LAWSON,SAC,Primary On-Ball Creator,2007
1696,K.B. SHARP,IND,Secondary Creator/Distributor,2007
1695,IZIANE CASTRO MARQUES,SEA,Primary On-Ball Creator,2007
1694,HAMCHETOU MAIGA-BA,HOU,Roller/Cutter,2007
1693,EBONY HOFFMAN,IND,Perimeter-Oriented Big,2007
1692,DEANNA NOLAN,DET,Primary On-Ball Creator,2007
1690,CHRISTI THOMAS,LAS,Interior Primary Option,2007
1701,KELLY MAZZANTE,PHO,Spot-up Shooter,2007
1688,CATHRINE KRAAYEVELD,NYL,Spot-up Shooter,2007
1687,CAMILLE SMITH,SAN,Perimeter-Oriented Big,2007
1686,BETTY LENNOX,SEA,Primary On-Ball Creator,2007
1685,ASHLEY BATTLE,NYL,Spot-up Shooter,2007
1684,ARMINTIE HERRINGTON,CHI,Perimeter-Oriented Big,2007
1683,ANNA DEFORGE,IND,Spot-up Shooter,2007
1682,ADRIAN WILLIAMS-STRONG,SAC,Roller/Cutter,2007
1768,BELINDA SNELL,PHO,Spot-up Shooter,2007
1700,KATIE SMITH,DET,Spot-up Shooter,2007
1703,KELLY SCHUMACHER,PHO,Perimeter-Oriented Big,2007
1723,TAMIKA WHITMORE,IND,Interior Primary Option,2007
1714,NICOLE POWELL,SAC,Primary On-Ball Creator,2007
1722,SVETLANA ABROSIMOVA,MIN,Spot-up Shooter,2007
1721,SIDNEY SPENCER,LAS,Spot-up Shooter,2007
1720,SHANNA ZOLMAN,SAN,Spot-up Shooter,2007
1719,SEIMONE AUGUSTUS,MIN,Primary On-Ball Creator,2007
1718,SCHOLANDA DORRELL,SAC,Perimeter-Oriented Big,2007
1717,PLENETTE PIERSON,DET,Interior Primary Option,2007
1716,PENNY TAYLOR,PHO,Interior Primary Option,2007
1715,NOELLE QUINN,MIN,Secondary Creator/Distributor,2007
1713,NICOLE OHLDE,MIN,Interior Primary Option,2007
1704,KRISTEN MANN,MIN,Spot-up Shooter,2007
1712,NAKIA SANFORD,WAS,Roller/Cutter,2007
1711,MURRIEL PAGE,LAS,Perimeter-Oriented Big,2007
1710,MICHELLE SNOW,HOU,Interior Primary Option,2007
1709,MARTA FERNANDEZ,LAS,Secondary Creator/Distributor,2007
1708,MARIE FERDINAND-HARRIS,SAN,Perimeter-Oriented Big,2007
1707,LOREE MOORE,NYL,Spot-up Shooter,2007
1706,LINDSAY WHALEN,CON,Primary On-Ball Creator,2007
1705,KRISTIN HAYNIE,SAC,Secondary Creator/Distributor,2007
1767,ASJHA JONES,CON,Interior Primary Option,2007
1689,CHELSEA NEWTON,SAC,Perimeter-Oriented Big,2007
1769,COCO MILLER,WAS,Spot-up Shooter,2007
1824,KENDRA WECKER,SAN,Roller/Cutter,2007
1832,OLYMPIA SCOTT,PHO,Roller/Cutter,2007
1831,STACEY LOVELACE,WAS,Perimeter-Oriented Big,2007
1830,KASHA TERRY,IND,Roller/Cutter,2007
1829,LINDA FROHLICH,SAC,Perimeter-Oriented Big,2007
1828,TEMEKA JOHNSON,LAS,Secondary Creator/Distributor,2007
1827,ICISS TILLIS,LAS,Roller/Cutter,2007
1826,CHANTELLE ANDERSON,SAN,Roller/Cutter,2007
1825,ANN STROTHER,IND,Spot-up Shooter,2007
1823,TAMARA MOORE,HOU,Secondary Creator/Distributor,2007
1835,AMY SANDERS,DET,Roller/Cutter,2007
1822,CHERYL FORD,DET,Interior Primary Option,2007
1821,CARLA THOMAS,CHI,Roller/Cutter,2007
1820,KAMESHA HAIRSTON,CON,Perimeter-Oriented Big,2007
1819,ERIN GRANT,HOU,Roller/Cutter,2007
1818,ALISON BALES,IND,Roller/Cutter,2007
1817,TAMECKA DIXON,HOU,Primary On-Ball Creator,2007
1816,MEGAN MAHONEY,CON,Perimeter-Oriented Big,2007
1815,ERIN PERPEROGLOU,SAN,Interior Primary Option,2007
1833,DONEEKA LEWIS,SEA,Secondary Creator/Distributor,2007
1836,LINDSAY BOWEN,NYL,Spot-up Shooter,2007
1813,MISTIE BASS,HOU,Roller/Cutter,2007
1847,SHERYL SWOOPES,HOU,Secondary Creator/Distributor,2007
1770,DOMINIQUE CANTY,CHI,Secondary Creator/Distributor,2007
1854,TYRESA SMITH,DET,Roller/Cutter,2007
1853,CORI CHAMBERS,CON,Secondary Creator/Distributor,2007
1852,TEANA MILLER,PHO,Roller/Cutter,2007
1851,SHONA THORBURN,SEA,Roller/Cutter,2007
1850,MARTINA WEBER,NYL,Roller/Cutter,2007
1849,CRYSTAL ROBINSON,WAS,Secondary Creator/Distributor,2007
1848,AYANA WALKER,DET,Roller/Cutter,2007
1846,KIM SMITH,SAC,Roller/Cutter,2007
1837,TARI PHILLIPS,HOU,Roller/Cutter,2007
1845,DEE DAVIS,HOU,Secondary Creator/Distributor,2007
1844,ASTOU NDIAYE-DIATTA,SEA,Roller/Cutter,2007
1843,ADRIANA MOISES PINTO,PHO,Perimeter-Oriented Big,2007
1842,TAUSHA MILLS,DET,Roller/Cutter,2007
1841,MEGAN DUFFY,MIN,Secondary Creator/Distributor,2007
1840,DEMYA WALKER,SAC,Interior Primary Option,2007
1839,CHAMIQUE HOLDSCLAW,LAS,Primary On-Ball Creator,2007
1838,YELENA LEUCHANKA,WAS,Roller/Cutter,2007
1814,NAVONDA MOORE,MIN,Perimeter-Oriented Big,2007
1834,SHAY DORON,NYL,Spot-up Shooter,2007
1812,CLAIRE COGGINS,CHI,Spot-up Shooter,2007
1791,CRYSTAL SMITH,HOU,Spot-up Shooter,2007
1789,LAURIE KOEHN,WAS,Spot-up Shooter,2007
1788,KATHRIN RESS,MIN,Perimeter-Oriented Big,2007
1787,JESSICA MOORE,LAS,Roller/Cutter,2007
1786,BERNICE MOSBY,WAS,Roller/Cutter,2007
1785,BECKY HAMMON,SAN,Primary On-Ball Creator,2007
1784,BARBARA FARRIS,NYL,Roller/Cutter,2007
1783,TAJ MCWILLIAMS-FRANKLIN,LAS,Interior Primary Option,2007
1782,SUE BIRD,SEA,Spot-up Shooter,2007
1780,RONEEKA HODGES,HOU,Spot-up Shooter,2007
1779,JANELL BURSE,SEA,Roller/Cutter,2007
1778,ERIN THORN,NYL,Spot-up Shooter,2007
1777,AMBER JACOBS,MIN,Spot-up Shooter,2007
1776,VICKIE JOHNSON,SAN,Spot-up Shooter,2007
1775,TIFFANY STANSBURY,MIN,Roller/Cutter,2007
1774,RUTH RILEY,SAN,Perimeter-Oriented Big,2007
1773,NIKKI BLUE,WAS,Secondary Creator/Distributor,2007
1772,LATASHA BYEARS,HOU,Roller/Cutter,2007
1811,CATHY JOENS,CHI,Spot-up Shooter,2007
1771,KIESHA BROWN,LAS,Secondary Creator/Distributor,2007
1790,LE'COE WILLINGHAM,CON,Roller/Cutter,2007
1781,SHYRA ELY-GASH,SEA,Perimeter-Oriented Big,2007
1809,LINDSEY HARDING,MIN,Primary On-Ball Creator,2007
1801,SANDORA IRVIN,SAN,Roller/Cutter,2007
1810,STEPHANIE RAYMOND,CHI,Spot-up Shooter,2007
1792,LA'TANGELA ATKINSON,SAC,Roller/Cutter,2007
1808,JENNIFER LACY,PHO,Roller/Cutter,2007
1807,TYE'SHA FLUKER,LAS,Perimeter-Oriented Big,2007
1806,TAMIKA RAYMOND,MIN,Roller/Cutter,2007
1805,TAMIKA CATCHINGS,IND,Primary On-Ball Creator,2007
1803,KAYTE CHRISTENSEN,CHI,Roller/Cutter,2007
1802,BARBARA TURNER,HOU,Spot-up Shooter,2007
1804,GILLIAN GORING,WAS,Roller/Cutter,2007
1800,LIZ MOEGGENBERG,CHI,Perimeter-Oriented Big,2007
1797,NYKESHA SALES,CON,Primary On-Ball Creator,2007
1793,LATOYA THOMAS,LAS,Perimeter-Oriented Big,2007
1795,ASHLEY SHIELDS,HOU,Primary On-Ball Creator,2007
1796,EVANTHIA MALTSI,CON,Spot-up Shooter,2007
1794,SHERILL BAKER,LAS,Secondary Creator/Distributor,2007
1798,LISA WILLIS,NYL,Spot-up Shooter,2007
1799,JENNIFER DEREVJANIK,PHO,Secondary Creator/Distributor,2007
1556,DIANA TAURASI,PHO,Primary On-Ball Creator,2006
1564,SCHOLANDA DORRELL,SAC,Spot-up Shooter,2006
1565,SHAMEKA CHRISTON,NYL,Primary On-Ball Creator,2006
1563,RONEEKA HODGES,HOU,Spot-up Shooter,2006
1562,LOREE MOORE,NYL,Spot-up Shooter,2006
1561,LINDSAY WHALEN,CON,Secondary Creator/Distributor,2006
1560,LAURA SUMMERTON,CON,Perimeter-Oriented Big,2006
1559,LA'TANGELA ATKINSON,IND,Perimeter-Oriented Big,2006
1558,KRISTEN RASMUSSEN,PHO,Perimeter-Oriented Big,2006
1557,KRISTEN MANN,MIN,Spot-up Shooter,2006
1546,TAMARA MOORE,LAS,Perimeter-Oriented Big,2006
1555,CATHRINE KRAAYEVELD,NYL,Perimeter-Oriented Big,2006
1554,BARBARA FARRIS,NYL,Roller/Cutter,2006
1553,YOLANDA GRIFFITH,SAC,Interior Primary Option,2006
1552,VICKIE JOHNSON,SAN,Primary On-Ball Creator,2006
1551,TULLY BEVILAQUA,IND,Spot-up Shooter,2006
1550,TICHA PENICHEIRO,SAC,Secondary Creator/Distributor,2006
1549,TANGELA SMITH,CHA,Primary On-Ball Creator,2006
1548,TAN WHITE,IND,Primary On-Ball Creator,2006
1547,TAMIKA WHITMORE,IND,Interior Primary Option,2006
1567,TANISHA WRIGHT,SEA,Secondary Creator/Distributor,2006
1566,SHERILL BAKER,NYL,Secondary Creator/Distributor,2006
1587,DALMA IVANYI,SAN,Spot-up Shooter,2006
1568,VANESSA HAYDEN,MIN,Interior Primary Option,2006
1569,ADRIAN WILLIAMS-STRONG,MIN,Roller/Cutter,2006
1544,SVETLANA ABROSIMOVA,MIN,Primary On-Ball Creator,2006
1588,KIM SMITH,SAC,Spot-up Shooter,2006
1586,CAPPIE PONDEXTER,PHO,Primary On-Ball Creator,2006
1585,TIFFANI JOHNSON,SEA,Roller/Cutter,2006
1584,TEMEKA JOHNSON,LAS,Secondary Creator/Distributor,2006
1583,TAMIKA CATCHINGS,IND,Primary On-Ball Creator,2006
1582,TAJ MCWILLIAMS-FRANKLIN,CON,Interior Primary Option,2006
1581,SHANNON JOHNSON,SAN,Secondary Creator/Distributor,2006
1580,MWADI MABIKA,LAS,Spot-up Shooter,2006
1579,LAURIE KOEHN,WAS,Spot-up Shooter,2006
1578,KATIE DOUGLAS,CON,Primary On-Ball Creator,2006
1577,JENNIFER LACY,PHO,Roller/Cutter,2006
1576,CHERYL FORD,DET,Interior Primary Option,2006
1575,ASHLEY BATTLE,NYL,Spot-up Shooter,2006
1574,ANASTASIA KOSTAKI,HOU,Secondary Creator/Distributor,2006
1573,AMANDA LASSITER,CHI,Spot-up Shooter,2006
1572,ALLISON FEASTER,CHA,Spot-up Shooter,2006
1571,ALANA BEARD,WAS,Primary On-Ball Creator,2006
1570,AGNIESZKA BIBRZYCKA,SAN,Spot-up Shooter,2006
1545,SWIN CASH,DET,Interior Primary Option,2006
1501,ANNA DEFORGE,IND,Spot-up Shooter,2006
1543,SUE BIRD,SEA,Primary On-Ball Creator,2006
1520,KATIE SMITH,DET,Spot-up Shooter,2006
1518,KARA LAWSON,SAC,Spot-up Shooter,2006
1517,KARA BRAXTON,DET,Roller/Cutter,2006
1516,JESSICA MOORE,LAS,Roller/Cutter,2006
1515,IZIANE CASTRO MARQUES,SEA,Spot-up Shooter,2006
1514,HAMCHETOU MAIGA-BA,SAC,Roller/Cutter,2006
1513,ERIN PHILLIPS,CON,Spot-up Shooter,2006
1512,ERIN PERPEROGLOU,SAC,Interior Primary Option,2006
1511,EBONY HOFFMAN,IND,Roller/Cutter,2006
1510,DONEEKA LEWIS,LAS,Secondary Creator/Distributor,2006
1509,DEANNA NOLAN,DET,Primary On-Ball Creator,2006
1508,DAWN STALEY,HOU,Spot-up Shooter,2006
1507,COCO MILLER,WAS,Perimeter-Oriented Big,2006
1506,CHASITY MELVIN,WAS,Interior Primary Option,2006
1505,CANDICE DUPREE,CHI,Interior Primary Option,2006
1504,BETTY LENNOX,SEA,Primary On-Ball Creator,2006
1503,BARBARA TURNER,SEA,Perimeter-Oriented Big,2006
1502,ASJHA JONES,CON,Interior Primary Option,2006
1500,AMBER JACOBS,MIN,Spot-up Shooter,2006
1590,MEGAN MAHONEY,CON,Spot-up Shooter,2006
1519,KATIE MATTERA,SAN,Interior Primary Option,2006
1521,KEDRA HOLLAND-CORN,DET,Spot-up Shooter,2006
1542,STACEY LOVELACE,CHI,Perimeter-Oriented Big,2006
1522,KELLY MAZZANTE,CHA,Spot-up Shooter,2006
1541,SOPHIA YOUNG-MALCOLM,SAN,Interior Primary Option,2006
1540,SHERI SAM,CHA,Perimeter-Oriented Big,2006
1539,SHANNA ZOLMAN,SAN,Spot-up Shooter,2006
1538,SEIMONE AUGUSTUS,MIN,Primary On-Ball Creator,2006
1537,RUTH RILEY,DET,Perimeter-Oriented Big,2006
1536,REBEKKAH BRUNSON,SAC,Roller/Cutter,2006
1535,PLENETTE PIERSON,DET,Roller/Cutter,2006
1534,NIKKI TEASLEY,WAS,Primary On-Ball Creator,2006
1533,NICOLE POWELL,SAC,Spot-up Shooter,2006
1532,NICOLE OHLDE,MIN,Interior Primary Option,2006
1531,NAKIA SANFORD,WAS,Roller/Cutter,2006
1530,MURRIEL PAGE,LAS,Roller/Cutter,2006
1529,MONIQUE CURRIE,CHA,Secondary Creator/Distributor,2006
1528,MICHELLE SNOW,HOU,Interior Primary Option,2006
1527,MARGO DYDEK,CON,Interior Primary Option,2006
1526,LISA LESLIE,LAS,Interior Primary Option,2006
1525,LATOYA BOND,CHA,Secondary Creator/Distributor,2006
1524,KRISTIN HAYNIE,SAC,Secondary Creator/Distributor,2006
1523,KENDRA WECKER,SAN,Spot-up Shooter,2006
1589,MEGAN DUFFY,MIN,Secondary Creator/Distributor,2006
1667,CISTI GREENWALT,SEA,Roller/Cutter,2006
1591,SHERYL SWOOPES,HOU,Primary On-Ball Creator,2006
1659,BRIDGET PETTIS,PHO,Secondary Creator/Distributor,2006
1657,SHYRA ELY-GASH,SAN,Secondary Creator/Distributor,2006
1656,BRANDI DAVIS,LAS,Spot-up Shooter,2006
1655,DOMINIQUE CANTY,HOU,Roller/Cutter,2006
1654,CORETTA BROWN,CHI,Spot-up Shooter,2006
1653,CHRISTELLE N'GARSANET,NYL,Roller/Cutter,2006
1652,BROOKE WYCKOFF,CHI,Spot-up Shooter,2006
1651,ZANE TAMANE,WAS,Roller/Cutter,2006
1650,KIESHA BROWN,NYL,Secondary Creator/Distributor,2006
1649,KAYTE CHRISTENSEN,PHO,Roller/Cutter,2006
1648,EMMELINE NDONGUE,LAS,Roller/Cutter,2006
1647,JAE KINGI-CROSS,SAN,Secondary Creator/Distributor,2006
1646,CHARLOTTE SMITH,IND,Secondary Creator/Distributor,2006
1645,TYNESHA LEWIS,MIN,Secondary Creator/Distributor,2006
1644,PENNY TAYLOR,PHO,Primary On-Ball Creator,2006
1643,LATOYA THOMAS,SAN,Roller/Cutter,2006
1642,SHAUNZINSKI GORTMAN,SEA,Perimeter-Oriented Big,2006
1641,LINDA FROHLICH,IND,Perimeter-Oriented Big,2006
1640,KELLY SCHUMACHER,NYL,Perimeter-Oriented Big,2006
1639,TINA THOMPSON,HOU,Primary On-Ball Creator,2006
1658,ASTOU NDIAYE-DIATTA,HOU,Roller/Cutter,2006
1660,KATIE CRONIN,CHI,Spot-up Shooter,2006
1637,TAMARA JAMES,WAS,Spot-up Shooter,2006
1661,NIKKI MCCRAY,CHI,Secondary Creator/Distributor,2006
1592,TAMIKA RAYMOND,MIN,Perimeter-Oriented Big,2006
1681,MANDISA STEVENSON,PHO,Perimeter-Oriented Big,2006
1680,IRINA OSIPOVA,DET,Roller/Cutter,2006
1679,EMILIE GOMIS,NYL,Secondary Creator/Distributor,2006
1677,TAMICHA JACKSON,PHO,Secondary Creator/Distributor,2006
1676,KAAYLA CHONES,SEA,Roller/Cutter,2006
1675,YELENA LEUCHANKA,CHA,Roller/Cutter,2006
1674,TIFFANY STANSBURY,LAS,Roller/Cutter,2006
1673,JESSICA BRUNGO,CON,Secondary Creator/Distributor,2006
1672,EDWINA BROWN,HOU,Roller/Cutter,2006
1671,BROOKE QUEENAN,CON,Roller/Cutter,2006
1670,BRITTANY WILKINS,SAC,Roller/Cutter,2006
1669,AMBROSIA ANDERSON,NYL,Roller/Cutter,2006
1668,WENDY PALMER,SEA,Interior Primary Option,2006
1666,CHANDI JONES,MIN,Spot-up Shooter,2006
1665,SANDORA IRVIN,PHO,Roller/Cutter,2006
1664,ANN STROTHER,PHO,Spot-up Shooter,2006
1663,KASHA TERRY,IND,Roller/Cutter,2006
1662,SABRINA PALIE,DET,Perimeter-Oriented Big,2006
1638,TARI PHILLIPS,HOU,Roller/Cutter,2006
1678,DALIVORKA VILIPIC,LAS,Roller/Cutter,2006
1636,OLYMPIA SCOTT,IND,Roller/Cutter,2006
1613,ERIN THORN,NYL,Spot-up Shooter,2006
1611,MISTIE BASS,HOU,Roller/Cutter,2006
1610,LIZ MOEGGENBERG,CHI,Perimeter-Oriented Big,2006
1609,KAMILA VODICHKOVA,PHO,Roller/Cutter,2006
1608,JANELL BURSE,SEA,Interior Primary Option,2006
1607,CRYSTAL ROBINSON,WAS,Spot-up Shooter,2006
1606,CHRISTI THOMAS,LAS,Perimeter-Oriented Big,2006
1605,CHELSEA NEWTON,CHI,Secondary Creator/Distributor,2006
1604,SANCHO LYTTLE,HOU,Roller/Cutter,2006
1603,LE'COE WILLINGHAM,CON,Perimeter-Oriented Big,2006
1602,HELEN DARLING,CHA,Secondary Creator/Distributor,2006
1601,BELINDA SNELL,PHO,Spot-up Shooter,2006
1600,ASHLEY ROBINSON,SEA,Perimeter-Oriented Big,2006
1599,TAMMY SUTTON-BROWN,CHA,Interior Primary Option,2006
