Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
Jocelyn Willoughby,NYL,F-G,29,192,29,0,192,3.2,7.9,0.4,1.8,4.2,0.438,1.3,3.7,0.357,1.1,1.1,1,2.6,6.1,2.9,0.8,0,2.1,5,9.2,2023
A'ja Wilson,LVA,C,40,1228,40,40,1228,13.5,24.2,0.557,0.4,1.2,0.31,13.1,23,0.57,9.4,11.6,0.812,3.3,15.3,2.6,2.3,3.6,2.5,3.4,36.7,2023
Han Xu,NYL,C,8,36,8,0,36,8.4,28.1,0.3,0,9.8,0,8.4,18.3,0.462,0,0,,4.2,9.8,0,2.8,1.4,7,2.8,16.9,2023
Jackie Young,LVA,G,40,1259,40,40,1259,9.8,18.7,0.523,3.5,7.8,0.449,6.3,10.9,0.576,4.6,5.3,0.867,1,6.3,5.9,2,0.2,2.7,3.1,27.7,2023
Kristine Anigwe,TOT,F-C,13,89,13,0,89,5.7,13.7,0.417,0,0.6,0,5.7,13.2,0.435,2.9,4.6,0.625,4.6,12.6,2.3,1.7,2.9,4,13.2,14.3,2023
Alaina Coates,TOT,C,12,35,12,0,35,7.1,8.5,0.833,0,0,,7.1,8.5,0.833,1.4,5.7,0.25,2.8,14.2,0,4.3,0,10,14.2,15.6,2023
Liz Dixon,TOT,F,14,77,14,0,77,6.7,12.8,0.526,0,0,,6.7,12.8,0.526,4.7,5.4,0.875,6.1,10.1,2,0,2,2.7,2.7,18.2,2023
Queen Egbo,TOT,F-C,37,475,37,0,475,7.9,15.8,0.5,0,0,,7.9,15.8,0.5,3.2,5,0.638,4.3,16.9,1.2,1.6,2.6,3.7,9.2,19,2023
Destanni Henderson,TOT,G,15,200,15,1,200,4.9,14.6,0.333,0.8,6.1,0.125,4.1,8.4,0.485,4.1,5.4,0.762,0.8,3.1,6.9,1.8,0.3,3.6,4.6,14.6,2023
Joyner Holmes,TOT,F,34,355,34,2,355,5.8,15.6,0.373,2.1,6.8,0.313,3.7,8.8,0.419,2.3,3,0.762,3.4,11.9,4,1.3,1.4,2.7,5.5,16,2023
Ashley Joens,TOT,G,19,127,19,0,127,5.3,14.6,0.361,4.1,9.3,0.435,1.2,5.3,0.231,1.2,2.4,0.5,0,4.5,0.4,1.2,0,2,2.8,15.8,2023
Evina Westbrook,TOT,G,18,128,18,0,128,2,12.1,0.167,0.8,6.4,0.125,1.2,5.6,0.214,3.2,3.2,1,1.2,6.8,4,1.2,1.2,4,6.4,8,2023
Amanda Zahui B.,TOT,C,34,253,34,1,253,3.6,14.1,0.257,1.2,7.5,0.162,2.4,6.7,0.364,3,4,0.75,1.4,7.7,2,1.2,3.6,3,9.1,11.5,2023
Kristine Anigwe,CHI,F-C,10,83,10,0,83,6.1,13.5,0.455,0,0.6,0,6.1,12.9,0.476,3.1,4.9,0.625,4.9,12.9,2.5,1.8,3.1,3.7,12.3,15.3,2023
Alaina Coates,PHO,C,2,5,2,0,5,10.4,10.4,1,0,0,,10.4,10.4,1,0,0,,0,0,0,10.4,0,0,10.4,20.8,2023
Queen Egbo,IND,F-C,16,143,16,0,143,6.5,16.2,0.4,0,0,,6.5,16.2,0.4,3.9,6.1,0.647,5.7,23.3,0.7,0.7,2.9,3.9,11.1,16.9,2023
Destanni Henderson,LAS,G,10,169,10,1,169,5.1,14.2,0.362,0.6,5.7,0.105,4.5,8.4,0.536,4.2,5.7,0.737,0.6,2.4,7.5,2.1,0.3,3.9,4.2,15.1,2023
Joyner Holmes,LAS,F,5,60,5,0,60,6.8,19.5,0.348,1.7,5.9,0.286,5.1,13.6,0.375,2.5,3.4,0.75,4.2,14.4,0.8,0,1.7,3.4,5.1,17.8,2023
Evina Westbrook,PHO,G,9,72,9,0,72,1.4,14.4,0.1,0,7.9,0,1.4,6.5,0.222,4.3,4.3,1,0.7,6.5,2.9,0.7,0.7,2.9,5,7.2,2023
Amanda Zahui B.,WAS,C,12,93,12,1,93,3.3,13.1,0.25,1.6,7.6,0.214,1.6,5.4,0.3,4.9,6.5,0.75,1.1,9.2,1.6,1.6,3.8,2.7,10.9,13.1,2023
Liz Dixon,CON,F,4,21,4,0,21,4.9,12.3,0.4,0,0,,4.9,12.3,0.4,0,0,,2.5,4.9,2.5,0,2.5,4.9,2.5,9.8,2023
Alaina Coates,LVA,C,10,30,10,0,30,6.6,8.2,0.8,0,0,,6.6,8.2,0.8,1.6,6.6,0.25,3.3,16.5,0,3.3,0,11.5,14.8,14.8,2023
Liz Dixon,PHO,F,10,56,10,0,56,7.4,13,0.571,0,0,,7.4,13,0.571,6.5,7.4,0.875,7.4,12.1,1.9,0,1.9,1.9,2.8,21.3,2023
Joyner Holmes,SEA,F,29,295,29,2,295,5.6,14.8,0.379,2.2,7,0.317,3.4,7.8,0.435,2.2,2.9,0.765,3.2,11.4,4.6,1.5,1.4,2.6,5.6,15.7,2023
Ashley Joens,LVA,G,2,6,2,0,6,0,8.2,0,0,8.2,0,0,0,,0,0,,0,0,0,0,0,0,0,0,2023
Evina Westbrook,LAS,G,9,56,9,0,56,2.7,9.1,0.3,1.8,4.5,0.4,0.9,4.5,0.2,1.8,1.8,1,1.8,7.3,5.5,1.8,1.8,5.5,8.2,9.1,2023
Kristine Anigwe,CON,F-C,3,6,3,0,6,0,17.2,0,0,0,,0,17.2,0,0,0,,0,8.6,0,0,0,8.6,25.7,0,2023
Destanni Henderson,PHO,G,5,31,5,0,31,3.3,16.7,0.2,1.7,8.4,0.2,1.7,8.4,0.2,3.3,3.3,1,1.7,6.7,3.3,0,0,1.7,6.7,11.7,2023
Ashley Joens,DAL,G,9,14,9,0,14,3.6,14.3,0.25,0,7.1,0,3.6,7.1,0.5,3.6,14.3,0.25,0,7.1,0,3.6,0,0,0,10.7,2023
Ashley Joens,PHO,G,8,107,8,0,107,5.8,15,0.387,4.9,9.7,0.5,1,5.3,0.182,1,1,1,0,4.4,0.5,1,0,2.4,3.4,17.5,2023
